Authors;Title;Publication year;Publisher;Proceedings title;URLs;DOI;Abstract;Keywords;Series
"Liu X.; Tang L.; Zeng H.; Liu Y.; Zhang X.";Smart Design and Simulation of Aerospace Control System Based on Digital Twin;2019.0;;Xitong Fangzhen Xuebao / Journal of System Simulation;;;In accordance with the demand for intelligent development of spacecraft, and on the basis of the existing model-driven aerospace control design and simulation system, the new technological architectures using the digital twin and digital thread technique are carried out to achieve intelligent scheme design, simulation verification and in-orbit analysis. Employing the intelligent interconnection concept of cyber-physical systems, the space-ground integrated big data analysis and knowledge automation system are proposed. Based on this, the practical application scenarios are put forward through the full development flow and the entire life cycle. Not only it covers the smart application of information technology, more importantly, this novel design and simulation system emphasizes the development concept of facing knowledge and promoting innovation to meet the more complex task requirements in the future. © 2019, The Editorial Board of Journal of System Simulation. All right reserved.;;
"H. -P. Bernhard; A. Zoitl; A. Springer";Smart Transducers in Distributed and Model-Driven Control Applications: Empowering Seamless Internet of Things Integration;2019.0;IEEE;IEEE Industrial Electronics Magazine;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8939295;10.1109/MIE.2019.2936626;In this article, we combine these two major ideas of industrial automation to reap the benefit of easy -to -use smart factory computation methods. We show how modeling means are adapted to use the TEDS description of any smart transducer. Such models communicate with the transducer at the time of execution. When transducers or models are changed, automatic validation allows a short commissioning phase.;;
;STAF-WS 2022 - STAF 2022 Workshop Proceedings: 10th International Workshop on Bidirectional Transformations, BX 2022, 2nd International Workshop on Foundations and Practice of Visual Modeling, FPVM 2022 and 2nd International Workshop on MDE for Smart IoT Systems, MeSS 2022 - co-located with Software Technologies: Applications and Foundations Federation of Conferences, STAF 2022;2022.0;;CEUR Workshop Proceedings;;;"The proceedings contain 14 papers. The topics discussed include: engineering bidirectional model transformations; decomposition without regret; simulate IoT-federations: domain specific language for designing and executing IoT simulation environments with fog and fog-cloud federations; bidirectional transformations in practice: an automotive perspective on traceability maintenance; optimistic versioning for conflict-tolerant collaborative blended modeling; from object to class models: more steps towards flexible modeling; model slicing on low-code platforms; efficiently engineering IoT architecture languages - an experience report; key-value vs graph-based data lakes for realizing digital twin systems; model-driven development of digital twins for supervision and simulation of sensor-and-actuator networks; and SpeakWell or be still: solving conversational ai with weighted attribute grammars.";;
"Laukotka, FN; Krause, D";Supporting Digital Twins for the Retrofit in Aviation by a Model-Driven Data Handling;2023.0;;SYSTEMS;;10.3390/systems11030142;Aviation is characterized by many stakeholders, long lifespans of its assets, and high requirements regarding safety, security, and documentation. To meet these requirements as well as customer needs, aircraft are regularly retrofitted with new cabins. During the planning and execution of this cabin retrofit, handling the needed and available data poses a challenge to the engineers. While much of the required data is available in some form, generally there is a lack of a digitally usable dataset of the specific aircraft-a virtual representation of the physical asset is missing. To support the implementation of such a digital twin and, thus, the overall process of retrofitting aircraft, an approach to model-driven data handling tailored to the unique circumstances and requirements of aviation is introduced. The methodology consists of a combination of systems engineering and data science techniques framed by an overarching procedure that iteratively creates and enhances a digitally accessible dataset of the relevant data, hence supporting the retrofit engineers by easing access to needed information. Besides the presentation of the research background and the methodology, a simplified example is shown, demonstrating the approach using abstracted but realistic information provided by partners from the industry.;;
"Compagnucci I.; Snoeck M.; Asensio E.S.";Supporting Digital Twins Systems Integrating the MERODE Approach;2023.0;Scopus;Proceedings - 2023 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion, MODELS-C 2023;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182392024&doi=10.1109%2fMODELS-C59198.2023.00079&partnerID=40&md5=f53f4716d55f2d9626fdd4ca724cced4;10.1109/MODELS-C59198.2023.00079;Digital Twins (DTs) have emerged as a promising concept, representing a new paradigm in smart systems engineering. However, the development of DTs pose significant challenges, particularly on the modeling and data management aspects. This paper presents a holistic approach to develop a DT implementation using a domain model derived from the standard SSN/SOSA ontologies. The proposed approach leverages the MERODE modeling method for rapid prototyping and validation, guaranteeing robust model quality checks and enabling the creation of flexible and reusable code adaptable to different architectural settings. Data management is enhanced through the use of the SOSA/SSN ontology, enabling semantic data models and inference strategies to achieve semantic interoperability. By combining MERODE and IoT ontologies, our approach aims to take a step forward in addressing the challenges linked to system complexity and data management in the development of DT. The proposed approach was validated by instantiating the proposed model with a real-life case.  Â© 2023 IEEE.;;
"Di Giovanni M.; Campanile L.; D'Onofrio A.; Marrone S.; Marulli F.; Romoli M.; Sabbarese C.; Verde L.";Supporting the Development of Digital Twins in Nuclear Waste Monitoring Systems;2023.0;Scopus;Procedia Computer Science;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183549313&doi=10.1016%2fj.procs.2023.10.307&partnerID=40&md5=3a8186d28d33ed5e4e3a6a62648616ef;10.1016/j.procs.2023.10.307;In a world whose attention to environmental and health problems is very high, the issue of properly managing nuclear waste is of a primary importance. Information and Communication Technologies have the due to support the definition of the next-generation plants for temporary storage of such wasting materials. This paper investigates on the adoption of one of the most cutting-edge techniques in computer science and engineering, i.e. Digital Twins, with the combination of other modern methods and technologies as Internet of Things, model-based and data-driven approaches. The result is the definition of a methodology able to support the construction of risk-aware facilities for storing nuclear waste. Â© 2023 The Authors. Published by Elsevier B.V. This is an open access article under the CC BY-NC-ND license (https://creativecommons.org/licenses/by-nc-nd/4.0);;
Valderas P.;Supporting the Implementation of Digital Twins for IoT-Enhanced BPs;2023.0;Scopus;Lecture Notes in Business Information Processing;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163280406&doi=10.1007%2f978-3-031-33080-3_14&partnerID=40&md5=84ef05c6e2d734d144642a4abb046093;10.1007/978-3-031-33080-3_14;IoT-Enhanced Business Processes make use of Internet of Things technology to integrate physical devices into the process as digital actors. Closely related to this topic arises the concept of Digital Twin, which is a virtual representation of real-world entities and processes that connect to the physical counterpart to represent, simulate, or predict changes in the physical system. There are many works that focus on supporting the high-fidelity implementation of Digital Twins for specific physical devices. However, few of them consider the process as a real-world entity to be integrated into the Digital Twin. In this work, we present a microservice architecture to support the implementation of Digital Twins for IoT-Enhanced Business Processes, considering not only the physical devices but also the process itself and the relationship among them. This architectural solution is supported by a model-driven development approach, which proposes (1) the construction of a BPMN model to represent an IoT-enhanced Business Process and (2) the application of model transformation to automatically generate both Digital Twin Definition Language (DTDL) models and microservice Java code templates. DTDL models are used in the implementation of the Digital Twins for the IoT-Enhanced Business Process. Java code templates are used to facilitate the implementation of the microservices required to deploy the IoT-enhanced Business Process and its Digital Twins into the proposed architecture and maintain the digital and physical parts synchronised. Â© 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.;;
"W. Li; B. Li; H. Gao; C. Peng; W. Zhang; Y. Li; X. Ji";Survey and Practice on Architecture and Deployment Method of Digital Twin System for Intelligent Substation;2023.0;IEEE;2023 7th International Symposium on Computer Science and Intelligent Control (ISCSIC);https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10409651;10.1109/ISCSIC60498.2023.00046;This article studies the architecture and deployment of a digital twin system for intelligent substations. Firstly, the development status of smart grid digital twins was investigated and summarized from typical architectures, key technologies, and application directions. Then, based on modern information technology, we proposed the architecture and deployment method of the intelligent substation digital twin system. The proposed system consists of a data collection layer, a model driven layer, and a twin application layer, which respectively elaborate on the specific content and advantages, and supplement the complete deployment method of the system. The intelligent substation digital twin system effectively promotes the digitization and intelligence of substations, providing a new construction and management mode, and has potential application prospects in promoting equipment status perception, deterioration trend analysis, and fault handling in the power industry.;;
"A. Siriweera; K. Naruse";Survey on Cloud Robotics Architecture and Model-Driven Reference Architecture for Decentralized Multicloud Heterogeneous-Robotics Platform;2021.0;IEEE;IEEE Access;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9371712;10.1109/ACCESS.2021.3064192;Robotics engineering is gradually becoming an essential part of our daily life. However, it has been generating Big Data and seeking large computation cost because of the diversified sensors and processing requirements involved in heterogeneous robotics and their workflows. Therefore, cloud computing has become the incumbent platform for robotics. There are numerous works related to the architecture for cloud robotics. However, most cloud robotics architectures are ad hoc and are not based on a model. Inherent drawbacks of ad hoc approaches include being strictly domain specific and minimally customizable and adaptable. Moreover, heterogeneous cloud robotics platforms have been operating diverse requirements of industries and households. Nevertheless, there are certain benchmarks set to be achieved by Industry 4.0 and norms by Society 5.0. Those benchmarks and norms lead to new products and services in cross industries and alleviate the impending drawbacks. However, those should be achieved while retaining both the sovereignty and security of the respective systems and industries. This is equally applicable and an enormous challenge to the system-of-systems involving the cloud robotics domain. Therefore, we surveyed cloud robotics architectures. Then, we learned a top-down design approach involving a unified architectural framework as the cognitive approach for the highly variable and systematically complex challenges to be achieved in the next-generation cloud robotics domain. Reference architecture is a well-known approach for instantiating top-down unified architectural framework processes. Therefore, we proposed an architectural design process and modeling for the reference architecture for next-generation cloud robotics platforms.;;
J. Pfeiffer;Systematic Component-Oriented Language Reuse;2023.0;IEEE;2023 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion (MODELS-C);https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10350825;10.1109/MODELS-C59198.2023.00043;Modern-day software is increasingly developed by domain experts. Domain-specific languages (DSLs) help them to bridge the conceptual gap between the problem and the solution domain. Engineering these languages is complex, as it requires comprehensive white-box knowledge of constituents of DSLs, i.e., syntax and semantics, and their composition and realization in respective technological spaces of language workbenches. For efficient language engineering reusing existing languages by composition is essential. For this purpose, various language composition and variability mechanisms have been developed. However, in the literature, there exists no approach enabling systematic language reuse holistically, i.e., including syntax and semantics, in a black-box fashion. We propose an approach for the systematic component-oriented reuse of DSLs (SCOLaR) that supports the integrated reuse of syntax, well-formedness rules, and semantics via black-box language components that are composable along their interface in a language family. We implemented a prototypical version of our solution with the MontiCore language workbench, that supports embedding and aggregation of grammar-based languages with translational semantics realized with code-generators. In the future, we plan to improve our implementation with the support of other language workbenches and to provide a comprehensive evaluation with a series of case studies. With our work, we aim to advance the field of software language engineering by providing a novel method for black-box language reuse capturing syntax and semantics definitions for textual external, translational DSLs. This paper outlines our approach by stating the problem, motivating our research question, and proposing our solution, our plan for evaluation, and presenting expected contributions.;;
"D. Yuan; T. Luo; C. Gu; K. Zhu";The Cyber-Physical System of Machine Tool Monitoring: A Model-Driven Approach With Extended Kalman Filter Implementation;2023.0;IEEE;IEEE Transactions on Industrial Informatics;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9998107;10.1109/TII.2022.3231422;The condition monitoring is essential to the advanced manufacturing process in the era of the fourth industrial revolution because it ensures the prediction and optimization of machine tool conditions via data analytics or physical modeling methods. The cyber-physical system (CPS) has the property of intellectuality, scalability, adaptability, and openness, making it suitable for machine tool monitoring. The current data-driven CPS method is prone to interpretability and generalization limitations due to the empirical selection of hyper-parameters in the model and the need for heterogeneous data. On the other hand, traditional model-driven systems are difficult to adjust models to practical working conditions data due to empirical equations constructed by offline data. This article proposes a novel model-driven cyber-physical system (MDCPS) to overcome these weaknesses. First, the physical model generates a counterpart of the machining process to form a cyber world, and sensors depict the real-time state of the machining process to form a physical world. Second, for deep fusion between the cyber and physical worlds, the extended Kalman filter (EKF) approach is applied to calibrate the empirical model with online measured data. Third, the model-based diagnosis and prediction methods are used for online monitoring and control. Case studies of MDCPS for machining monitoring are presented to prove the feasibility of this model-driven system.;;
"Gorodetsky V.I.; Kozhevnikov S.S.; Novichkov D.; Skobelev P.O.";The Framework for Designing Autonomous Cyber-Physical Multi-agent Systems for Adaptive Resource Management;2019.0;;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);;;The paper contributes to design of autonomous cyber-physical multi-agent systems for adaptive resource management providing increase of efficiency of business operating in uncertain and dynamic environment. Evolution of multi-agent systems from purely decision-making support and simulation tool to cyber-physical system including Digital Twins and fully autonomous systems is analyzed. The main paper contribution is the proposed conceptual framework for designing autonomous cyber-physical multi-agent systems for adaptive resource management. It is shown in the paper that, in cyber-physical multi-agent systems for adaptive resource management, the ontology-customized multi-agent engine and ontology-based model of enterprise are forming ontology-driven Digital Twin of the enterprise providing opportunity to combine operational scheduling of resources with ongoing real-time simulations and evolutional re-design of configuration of enterprise resources. The functionality and architecture of the autonomous cyber-physical multi-agent systems for adaptive resource management are developed to support for the full cycle of autonomous decision making on resource management. Time metrics for measuring event-based response time and level of adaptability of autonomous cyber-physical multi-agent systems for adaptive resource management are proposed. Results of developments can be applied for smart transport and smart manufacturing, smart agriculture, smart logistics, smart supply chains, etc. © 2019, Springer Nature Switzerland AG.;;
"Bariah, L; Debbah, M";The Interplay of AI and Digital Twin: Bridging the Gap between Data-Driven and Model-Driven Approaches;;;IEEE WIRELESS COMMUNICATIONS;;;The evolution of network virtualization and native artificial intelligence (AI) paradigms have conceptualized the vision of future wireless networks as a comprehensive entity operating in whole over a digital platform with smart interaction with the physical domain, paving the way for the blooming of the Digital Twin (DT) concept. The recent interest in the DT networks is fueled by the emergence of novel wireless technologies and use-cases that exacerbate the level of complexity to orchestrate the network and to manage its resources. Driven by AI, the key principle of the DT is to create a virtual twin for the physical entities and network dynamics where the virtual twin will be leveraged to generate synthetic data and offer an on-demand platform for AI model training. Despite the common understanding that AI is the seed for DT, we anticipate that the DT and AI will be enablers for each other in a way that overcomes their limitations and complements each others' benefits. In this article, we dig into the fundamentals of DT, where we reveal the role of DT in unifying model- and data-driven approaches, and explore the opportunities offered by DT in order to achieve the optimistic vision of 6G networks. We further unfold the essential role of the theoretical underpinnings in unlocking further opportunities by AI, and hence, we unveil their pivotal impact on the realization of reliable, efficient, and low-latency DT.;;
"Karagiannis D.; Buchmann R.A.; Utz W.";The OMiLAB Digital Innovation environment: Agile conceptual models to bridge business value with Digital and Physical Twins for Product-Service Systems development;2022.0;;Computers in Industry;;;OMiLAB is a community of practice which offers a digital ecosystem bringing together open technologies to investigate and apply conceptual modeling methods for varying purposes and domains. One of the core value propositions is a dedicated Digital Innovation environment comprising several toolkits and workspaces, designed to support Product-Service Systems (PSS) prototyping  a key ingredient for PSS lifecycle management. At the core of this environment is a notion of Agile Digital Twin  a conceptual representation that can be tailored with knowledge engineering means to bridge the semantic and functional gap between a business perspective (focusing on value creation) and an engineering perspective (focusing on cyber-physical proofs-of-concept). To facilitate this bridging, the hereby proposed environment orchestrates, across three abstraction layers, methods such as Design Thinking, Agile Modeling Method Engineering and Model-driven Engineering to turn Ideation into smart Product-Service Systems experiments, in a laboratory setting. The proposed environment was built following Design Science principles. It addresses the problem of historically-disconnected skills required for Digital Innovation projects and it provides a testbed for feasibility experimentation. For design-oriented, artifact building research, a higher Technology Readiness Level can thus be achieved (compared to the level that idea development methods typically attain). © 2022 Elsevier B.V.;;
"S. Bulut; T. G. Giese; M. Wende; R. Anderl";The Paperless Factory: From Document Driven Factories to Model Driven Factories;2020.0;IEEE;2020 IEEE International Conference on Teaching, Assessment, and Learning for Engineering (TALE);https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9368341;10.1109/TALE48869.2020.9368341;Digital transformation, smart factories, Industrie 4.0, and cyber-physical systems define the 4th industrial revolution. These topics are widely discussed and are regarded with a high significance for enterprises all over the globe. Paperless factories however, are still unspecified in literature and enterprises face a challenge in finding a guideline in how to implement paperless factories. In this paper, we specify the characteristics of a paperless factory, the differentiation to a smart factory and propose a guideline for transitioning a document-based factory organization and control to a model-based one. The guideline is implemented in two teaching modules. These modules are the content of seminars, workshops, and consultation projects for the board of management, production supervisors, project leaders, and external consultants who are in charge of leading paper-based factories to partly or fully paperless factories.;;
"B. Schenkenfelder; C. Salomon; G. Buchgeher; R. Schossleitner; C. Kerl";The Potential of Low-Code Development in the Manufacturing Industry;2023.0;IEEE;2023 IEEE 28th International Conference on Emerging Technologies and Factory Automation (ETFA);https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10275503;10.1109/ETFA54631.2023.10275503;Low-Code (Software) Development (LCD or LCSD) promises to reduce time-to-market, lower development costs, and make software development accessible to domain experts without software development training. By raising the level of abstraction beyond code through visual programming and model-driven development, a Low-Code Development Platform (LCDP) provides the tools to create software using the low-code approach. LCDPs typically support specific application types and domains such as web applications, mobile applications, data analytics platforms and dashboards. While some LCDPs exist for control systems in the manufacturing industry, this domain is not yet fully supported. In this paper, we present a multiple-case study based on five interviews to explore the role LCDPs can play in industrial automation. In particular, we investigate which use cases are considered relevant for LCDPs and what the actual requirements for such platforms are from an industrial perspective. Our results show that many different manufacturing use cases could be implemented by or already benefit from LCDPs. However, successful future LCDPs must meet certain industry-specific requirements.;;
"Liu K.; Wang P.; Li Q.";The Research of Aero-engine Digital Twin Model Based on Model-driven and Data-driven Fusion Method??National Science and Technology Major Project (2017-I-0003-0003);2021.0;;Proceedings of 2021 IEEE 10th Data Driven Control and Learning Systems Conference, DDCLS 2021;;;With the rapid development of multi-field physical modeling, sensor network, big data processing and analysis and other information technologies, digital twin technology is gradually applied in the field of complex equipment operation and maintenance. Aero-engine is a typical complex equipment. The accurate monitoring in operation and performance degradation assessment and prediction are the key problems in maintenance. According to the definition of digital, the paper puts forward the concept of aero-engine digital twin and constructs an aero-engine digital twin model based on precise physical models, historical data and sensors data. The aero-engine digital twin model can predict the physical properties and can be applied to accurate monitoring in operation and performance degradation assessment and prediction. © 2021 IEEE.;;
"M. VjeÅ¡tica; V. Dimitrieski; S. KordiÄ; S. RistiÄ; I. LukoviÄ; M. PisariÄ";The Syntax of a Multi-Level Production Process Modeling Language;2020.0;IEEE;2020 15th Conference on Computer Science and Information Systems (FedCSIS);https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9222982;10.15439/2020F176;The fourth industrial revolution introduces changes in traditional manufacturing systems and creates basis for a lot-size-one production. The complexity of production processes is significantly increased, alongside the need to enable efficient process simulation, execution, monitoring, real-time decision making and control. The main goal of our research is to define a methodological approach and a software solution in which the Model-Driven Software Development (MDSD) principles and Domain-Specific Modeling Languages (DSMLs) are used to create a framework for the formal description and automatic execution of production processes. In that way production process models are used as central artefacts to manage the production. In this paper, we propose a DSML which can be used to create production process models that are suitable for automatic generation of executable code. The generated code is used for automatic execution of production processes within a simulation or a shop floor.;;
"Hatzivasilis, G; Ioannidis, S; Smyrlis, M; Spanoudakis, G; Frati, F; Braghin, C; Damiani, E; Koshutanski, H; Tsakirakis, G; Hildebrandt, T; Goeke, L; Pape, S; Blinder, O; Vinov, M; Leftheriotis, G; Kunc, M; Oikonomou, F; Magilo, G; Petrarolo, V; Chieti, A; Bordianu, R";The THREAT-ARREST Cyber Range Platform;;;PROCEEDINGS OF THE 2021 IEEE INTERNATIONAL CONFERENCE ON CYBER SECURITY AND RESILIENCE (IEEE CSR);;;Emerging technologies are facilitating our daily activities and drive the digital transformation. The Internet of Things (IoT) and 5G communications will provide a wide range of new applications and business opportunities, but with a wide and quite complex attack surface. Several users are not aware of the underlying threats and most of them do not possess the knowledge to set and operate the various digital assets securely. Therefore, cyber security training is becoming mandatory both for simple users and security experts. Cyber ranges constitute an advance training technique where trainees gain hands-on experiences on a safe virtual environment, which can be a realistic digital twin of an actual system. This paper presents the cyber ranges platform THREAT-ARREST. Its design is fully model-driven and offers all modern training features (i.e. emulation, simulation, serious games, and fabricated data). The platform has been evaluated under the smart energy, intelligent transportation, and healthcare domains.;;
"V. Kulkarni; S. Reddy; S. Barat; J. Dutta";Toward a Symbiotic Approach Leveraging Generative AI for Model Driven Engineering;2023.0;IEEE;2023 ACM/IEEE 26th International Conference on Model Driven Engineering Languages and Systems (MODELS);https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10343767;10.1109/MODELS58315.2023.00039;Model Driven Engineering (MDE) proposes models as primary artefacts for analysis, simulation, software development etc. While MDE has delivered on the promise of enhanced productivity through automation, it continues to pose a significant entry barrier for domain experts who are typically not well-versed with MDE technology. With modelling gaining traction for analysis-heavy use cases like decision-making and regulatory compliance where domain experts play a central role, this barrier is beginning to hurt even more. We posit that Generative AI techniques can significantly lower this barrier by enabling domain experts to construct purposive models by operating at natural language level. This requires domain experts to interact with Generative AI tools using the right purpose-specific contextual prompts. We propose a model-driven approach where purposive meta models guide the interactions between domain expert and Generative AI to generate such prompts. The proposed approach helps in overcoming some of the limitations of Generative AI such as missing local context, limited context window size, attention fading etc. Industry scale models are typically large, necessitating a team of experts to work in a coordinated manner which requires sharing of outputs and persistence across sessions. Our approach brings together MDE and Generative AI in a symbiotic relationship complimenting respective strengths and overcoming limitations. We have validated this approach for development of digital twin based applications and early results are encouraging.;;
"Niati A.; Selma C.; Tamzalit D.; Bruneliere H.; Mebarki N.; Cardin O.";Towards a digital twin for cyber-physical production systems: A multi-paradigm modeling approach in the postal industry;2020.0;;Proceedings - 23rd ACM/IEEE International Conference on Model Driven Engineering Languages and Systems, MODELS-C 2020 - Companion Proceedings;;;This paper presents our early-stage research on a Multi-Paradigm Modeling (MPM) approach as an initial step towards the definition of a Digital Twin (DT) for Cyber-Physical Production Systems (CPPSs). This work takes place in the context of the digitalization of the mail sorting process at La Poste, the French national postal service company. Indeed, La Poste is currently investing on robotics modules for automatically loading mail containers. The main objective is to reduce the painful work for human operators while optimizing the robots usage. We already worked on targeting such a balance in a past effort that resulted in the production of different kinds of models of the La Poste CPPS. However, these models were defined separately and are not directly related to the underlying business process in particular. Thus, we propose an MPM approach starting from this business process as now modeled explicitly in a BPMN model. Then, we refine the high-level business activities into finer-grained activities represented in a UML Activity model. From these latest, we derive the specification of a Multi-Agent System (MAS) developed with the JADE framework and emulating the behavior of the La Poste CPPS. Our longer term objective is to pave the way for supporting the definition of a DT for this CPPS, and potentially for other CPPSs in different contexts in the future.  © 2020 ACM.;;
"Paredis, R; Vangheluwe, H";Towards a Digital Z Framework Based on a Family of Architectures and a Virtual Knowledge Graph;;;ACM/IEEE 25TH INTERNATIONAL CONFERENCE ON MODEL DRIVEN ENGINEERING LANGUAGES AND SYSTEMS, MODELS 2022 COMPANION;;;The purpose of systems engineering is to, often collaboratively and following complex workflows, analyse, design, optimize, operate, and evolve complex, cyber-physical systems. This paper proposes a vision of a general framework for the design, deployment and operation of Digital Z (where Z can be model, shadow, twin, passport, avatar...). Different Digital Zs are used, often in combination, for various purposes during systems engineering. That is why we propose a family of architectures for different Digital Zs. Each Digital Z architecture is constructed based on the engineers' goals. These goals can always be reduced to the observation, satisfaction, or optimization of some Properties of Interest (PoIs). Example PoIs are safety, and average energy consumption. We propose to have one Digital Z architecture per PoI. The different Digital Zs may be combined into an ecosystem. More variability is introduced when we zoom into the deployment of Digital Zs. Common choices for network communication such as DDS and MQTT each have their own strengths and weaknesses which must be taken into account when trying to satisfy non-functional properties such as meeting real-time deadlines. We also introduce the Modelverse, a Virtual (Federated) Knowledge Graph (VKG). It is used as a source of knowledge to aid in the construction of experiments which answer user's questions about PoIs. These, possibly concurrent, experiments are in essence particular Digital Z ecosystems/architectures. When the experiments provide answers, these are added to the VKG knowledge base in the form (question, experiment architecture, answer). The glue between the above is a template workflow. We sketch the above concepts by means of concrete examples and compare them with existing Digital Z definitions and frameworks such as the 5D model.;;
"M. VjeÅ¡tica; V. Dimitrieski; M. PisariÄ; S. KordiÄ; S. RistiÄ; I. LukoviÄ";Towards a formal description and automatic execution of production processes;2019.0;IEEE;2019 IEEE 15th International Scientific Conference on Informatics;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9119314;10.1109/Informatics47936.2019.9119314;Industry 4.0 enforces digital revolution in the manufacturing industry by introducing smart devices and knowledge bases to form intelligent manufacturing information systems. One of the goals of the digital revolution is to support an automatic production from product specification to allow faster reaction on the product changes and a lot size one production. In order to make this possible, a formal language to describe production processes is needed, together with a code generator for its models and an engine to execute the code on smart devices. In this paper we propose a research on Industry 4.0 manufacturing using a Model-Driven Software Development (MDSD) approach to model production processes, use the models to generate instructions to smart devices and human workers, and gather a feedback from them during the process execution.;;
"D. AntanasijeviÄ; S. RistiÄ; M. VieÅ¡tica; V. Dimitrieski; M. PisariÄ";Towards a Formal Specification of Human Worker for Industry 4.0;2022.0;IEEE;2022 IEEE 16th International Scientific Conference on Informatics (Informatics);https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10083444;10.1109/Informatics57926.2022.10083444;Industry 4.0 aims to build open and intelligent manufacturing platforms in which humans, machines, and other resources communicate with each other. Modeling techniques and simulation of production processes can be used to facilitate flexibility and automation of a shop floor. In previous research we have proposed an approach to support production process modeling based on Model- Driven principles alongside with a Domain-Specific Modeling Language named MultiProLan which can be used to create production process models suitable for automatic generation of executable code that enables automatic execution of production processes within a simulation or a shop floor. Here we propose a research on the extension of MultiProLan language aimed at human worker modeling in the context of Industry 4.0. The language extension would enable the formal specification of human worker's roles, skills, competencies, capabilities, and limitations in order to achieve the better integration of human workers and machines in the smart factory.;;
"Sottet J.-S.; Brimont P.; Feltus C.; Gateau B.; Merche J.-F.";Towards a Lightweight Model-driven Smart-city Digital Twin;2022.0;Scopus;International Conference on Model-Driven Engineering and Software Development;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149221927&doi=10.5220%2f0010906100003119&partnerID=40&md5=6e272ac7d6adad82eb8587b44eb91f33;10.5220/0010906100003119;"In this article we consider the use of digital twin for representing open physical system, notably smart-cities. In this context everything is not necessarily defined or sensed; as a result a pure data-driven approach is not possible and should be completed by expert knowledge, hence through models. We propose an approach to design a model-driven digital twins MDDT that supports this context. It allows to 1/ quickly prototype digital twins, 2/ integrate various information from different kind of sources (diverse expertise, data, etc.) 3/ support evolution and enhancement all along the systemâs life-cycle. Â© 2022 by SCITEPRESSâScience and Technology Publications, Lda. All rights reserved.";;
"Dalibor M.; Michael J.; Rumpe B.; Varga S.; Wortmann A.";Towards a Model-Driven Architecture for Interactive Digital Twin Cockpits;2020.0;;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);;;Digital twins promise tremendous potential to reduce time and cost in the smart manufacturing of Industry 4.0. Engineering and monitoring interactive digital twins currently demands integrating different piecemeal technologies that effectively hinders their application and deployment. Current research on digital twins focuses on specific implementations or abstract models on how digital twins could be conceived. We propose model-driven software engineering to realize interactive digital twins and user-specific cockpits to interact with the digital twin by generating the infrastructure from common data structure models. To this end, we present a model-driven architecture for digital twins, its integration with an interactive cockpit, and a systematic method of realizing both. Through this, modeling, deploying, and monitoring interactive digital twins becomes more feasible and fosters their successful application in smart manufacturing. © 2020, Springer Nature Switzerland AG.;;
"M. Vierhauser; H. Marah; A. Garmendia; J. Cleland-Huang; M. Wimmer";Towards a Model-Integrated Runtime Monitoring Infrastructure for Cyber-Physical Systems;2021.0;IEEE;2021 IEEE/ACM 43rd International Conference on Software Engineering: New Ideas and Emerging Results (ICSE-NIER);https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9402246;10.1109/ICSE-NIER52604.2021.00028;"Runtime monitoring is essential for ensuring the safe operation and enabling self-adaptive behavior of Cyber-Physical Systems (CPS). It requires the creation of system monitors, instrumentation for data collection, and the definition of constraints. All of these aspects need to evolve to accommodate changes in the system. However, most existing approaches lack support for the automated generation and setup of monitors and constraints for diverse technologies and do not provide adequate support for evolving the monitoring infrastructure. Without this support, constraints and monitors can become stale and become less effective in long-running, rapidly changing CPS. In this ""new and emerging results"" paper we propose a novel framework for model-integrated runtime monitoring. We combine model-driven techniques and runtime monitoring to automatically generate large parts of the monitoring framework and to reduce the maintenance effort necessary when parts of the monitored system change. We build a prototype and evaluate our approach against a system for controlling the flights of unmanned aerial vehicles.";;
