sep=|
Authors|Title|Publication year|Publisher|Proceedings title|URLs|DOI|Abstract|Keywords|Series
M. VjeÅ¡tica; V. Dimitrieski; S. KordiÄ; S. RistiÄ; I. LukoviÄ; M. PisariÄ|The Syntax of a Multi-Level Production Process Modeling Language|2020.0|IEEE|2020 15th Conference on Computer Science and Information Systems (FedCSIS)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9222982|10.15439/2020F176|The fourth industrial revolution introduces changes in traditional manufacturing systems and creates basis for a lot-size-one production. The complexity of production processes is significantly increased, alongside the need to enable efficient process simulation, execution, monitoring, real-time decision making and control. The main goal of our research is to define a methodological approach and a software solution in which the Model-Driven Software Development (MDSD) principles and Domain-Specific Modeling Languages (DSMLs) are used to create a framework for the formal description and automatic execution of production processes. In that way production process models are used as central artefacts to manage the production. In this paper, we propose a DSML which can be used to create production process models that are suitable for automatic generation of executable code. The generated code is used for automatic execution of production processes within a simulation or a shop floor.||
V. Kulkarni; S. Reddy; S. Barat; J. Dutta|Toward a Symbiotic Approach Leveraging Generative AI for Model Driven Engineering|2023.0|IEEE|2023 ACM/IEEE 26th International Conference on Model Driven Engineering Languages and Systems (MODELS)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10343767|10.1109/MODELS58315.2023.00039|Model Driven Engineering (MDE) proposes models as primary artefacts for analysis, simulation, software development etc. While MDE has delivered on the promise of enhanced productivity through automation, it continues to pose a significant entry barrier for domain experts who are typically not well-versed with MDE technology. With modelling gaining traction for analysis-heavy use cases like decision-making and regulatory compliance where domain experts play a central role, this barrier is beginning to hurt even more. We posit that Generative AI techniques can significantly lower this barrier by enabling domain experts to construct purposive models by operating at natural language level. This requires domain experts to interact with Generative AI tools using the right purpose-specific contextual prompts. We propose a model-driven approach where purposive meta models guide the interactions between domain expert and Generative AI to generate such prompts. The proposed approach helps in overcoming some of the limitations of Generative AI such as missing local context, limited context window size, attention fading etc. Industry scale models are typically large, necessitating a team of experts to work in a coordinated manner which requires sharing of outputs and persistence across sessions. Our approach brings together MDE and Generative AI in a symbiotic relationship complimenting respective strengths and overcoming limitations. We have validated this approach for development of digital twin based applications and early results are encouraging.||
Paredis, R; Vangheluwe, H|Towards a Digital Z Framework Based on a Family of Architectures and a Virtual Knowledge Graph|||ACM/IEEE 25TH INTERNATIONAL CONFERENCE ON MODEL DRIVEN ENGINEERING LANGUAGES AND SYSTEMS, MODELS 2022 COMPANION|||The purpose of systems engineering is to, often collaboratively and following complex workflows, analyse, design, optimize, operate, and evolve complex, cyber-physical systems. This paper proposes a vision of a general framework for the design, deployment and operation of Digital Z (where Z can be model, shadow, twin, passport, avatar...). Different Digital Zs are used, often in combination, for various purposes during systems engineering. That is why we propose a family of architectures for different Digital Zs. Each Digital Z architecture is constructed based on the engineers' goals. These goals can always be reduced to the observation, satisfaction, or optimization of some Properties of Interest (PoIs). Example PoIs are safety, and average energy consumption. We propose to have one Digital Z architecture per PoI. The different Digital Zs may be combined into an ecosystem. More variability is introduced when we zoom into the deployment of Digital Zs. Common choices for network communication such as DDS and MQTT each have their own strengths and weaknesses which must be taken into account when trying to satisfy non-functional properties such as meeting real-time deadlines. We also introduce the Modelverse, a Virtual (Federated) Knowledge Graph (VKG). It is used as a source of knowledge to aid in the construction of experiments which answer user's questions about PoIs. These, possibly concurrent, experiments are in essence particular Digital Z ecosystems/architectures. When the experiments provide answers, these are added to the VKG knowledge base in the form (question, experiment architecture, answer). The glue between the above is a template workflow. We sketch the above concepts by means of concrete examples and compare them with existing Digital Z definitions and frameworks such as the 5D model.||
M. VjeÅ¡tica; V. Dimitrieski; M. PisariÄ; S. KordiÄ; S. RistiÄ; I. LukoviÄ|Towards a formal description and automatic execution of production processes|2019.0|IEEE|2019 IEEE 15th International Scientific Conference on Informatics|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9119314|10.1109/Informatics47936.2019.9119314|Industry 4.0 enforces digital revolution in the manufacturing industry by introducing smart devices and knowledge bases to form intelligent manufacturing information systems. One of the goals of the digital revolution is to support an automatic production from product specification to allow faster reaction on the product changes and a lot size one production. In order to make this possible, a formal language to describe production processes is needed, together with a code generator for its models and an engine to execute the code on smart devices. In this paper we propose a research on Industry 4.0 manufacturing using a Model-Driven Software Development (MDSD) approach to model production processes, use the models to generate instructions to smart devices and human workers, and gather a feedback from them during the process execution.||
D. AntanasijeviÄ; S. RistiÄ; M. VieÅ¡tica; V. Dimitrieski; M. PisariÄ|Towards a Formal Specification of Human Worker for Industry 4.0|2022.0|IEEE|2022 IEEE 16th International Scientific Conference on Informatics (Informatics)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10083444|10.1109/Informatics57926.2022.10083444|Industry 4.0 aims to build open and intelligent manufacturing platforms in which humans, machines, and other resources communicate with each other. Modeling techniques and simulation of production processes can be used to facilitate flexibility and automation of a shop floor. In previous research we have proposed an approach to support production process modeling based on Model- Driven principles alongside with a Domain-Specific Modeling Language named MultiProLan which can be used to create production process models suitable for automatic generation of executable code that enables automatic execution of production processes within a simulation or a shop floor. Here we propose a research on the extension of MultiProLan language aimed at human worker modeling in the context of Industry 4.0. The language extension would enable the formal specification of human worker's roles, skills, competencies, capabilities, and limitations in order to achieve the better integration of human workers and machines in the smart factory.||
Sottet J.-S.; Brimont P.; Feltus C.; Gateau B.; Merche J.-F.|Towards a Lightweight Model-driven Smart-city Digital Twin|2022.0|Scopus|International Conference on Model-Driven Engineering and Software Development|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149221927&doi=10.5220%2f0010906100003119&partnerID=40&md5=6e272ac7d6adad82eb8587b44eb91f33|10.5220/0010906100003119|In this article we consider the use of digital twin for representing open physical system, notably smart-cities. In this context everything is not necessarily defined or sensed; as a result a pure data-driven approach is not possible and should be completed by expert knowledge, hence through models. We propose an approach to design a model-driven digital twins MDDT that supports this context. It allows to 1/ quickly prototype digital twins, 2/ integrate various information from different kind of sources (diverse expertise, data, etc.) 3/ support evolution and enhancement all along the systemâs life-cycle. Â© 2022 by SCITEPRESSâScience and Technology Publications, Lda. All rights reserved.||
M. Vierhauser; H. Marah; A. Garmendia; J. Cleland-Huang; M. Wimmer|Towards a Model-Integrated Runtime Monitoring Infrastructure for Cyber-Physical Systems|2021.0|IEEE|2021 IEEE/ACM 43rd International Conference on Software Engineering: New Ideas and Emerging Results (ICSE-NIER)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9402246|10.1109/ICSE-NIER52604.2021.00028|"Runtime monitoring is essential for ensuring the safe operation and enabling self-adaptive behavior of Cyber-Physical Systems (CPS). It requires the creation of system monitors, instrumentation for data collection, and the definition of constraints. All of these aspects need to evolve to accommodate changes in the system. However, most existing approaches lack support for the automated generation and setup of monitors and constraints for diverse technologies and do not provide adequate support for evolving the monitoring infrastructure. Without this support, constraints and monitors can become stale and become less effective in long-running, rapidly changing CPS. In this ""new and emerging results"" paper we propose a novel framework for model-integrated runtime monitoring. We combine model-driven techniques and runtime monitoring to automatically generate large parts of the monitoring framework and to reduce the maintenance effort necessary when parts of the monitored system change. We build a prototype and evaluate our approach against a system for controlling the flights of unmanned aerial vehicles."||
David I.; Bork D.|Towards a Taxonomy of Digital Twin Evolution for Technical Sustainability|2023.0|Scopus|Proceedings - 2023 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion, MODELS-C 2023|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181711222&doi=10.1109%2fMODELS-C59198.2023.00147&partnerID=40&md5=286b0a4543bda6633fcae8c7e35bb547|10.1109/MODELS-C59198.2023.00147|The next generation of engineered systems ought to be more sustainable. In this context, Digital Twins play a crucial role as key enablers of sustainability ambitions in systems engineering. However, as a specific class of engineered systems, Digital Twins themselves must adopt sustainability principles to avoid defeating their purpose in fostering sustainability. In this proposal, we focus on the technical sustainability of Digital Twins, enabled by their evolution. We propose an initial taxonomy we believe will support systematic Digital Twin evolution mecha-nisms and draw links to similar taxonomies of Physical Twins.  Â© 2023 IEEE.||
Jayaraman R.; Lehner D.; Klikovits S.; Wimmer M.|Towards Generating Model-Driven Speech Interfaces for Digital Twins|2023.0|Scopus|Proceedings - 2023 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion, MODELS-C 2023|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182401187&doi=10.1109%2fMODELS-C59198.2023.00080&partnerID=40&md5=86cf343ca57da1eceaf08395886d6cec|10.1109/MODELS-C59198.2023.00080|The recent decade saw enormous advances of the capabilities of speech synthesis and speech recognition. While specific benefits depend on the individual applications, speech interfaces typically increase accessibility, enable 'hands-free' and 'no-screen' interaction, and often increase interaction speed and allow for more flexible usage patterns and increased multitasking, leading to higher user satisfaction. This paper presents a method to transfer these powerful benefits to the digital twin (DT) domain by automatically generating speech interfaces for DT applications. Our approach is based on Model Driven Engineering principles, where we automatically deduce command patterns from structural model information as used in, e.g., DT platform specifications. The speech interface generation is highly configurable and extendable, thus it can be applied to different DT models. The concepts behind the generator are generic as well, thus they can be ported to other applications and platforms. We validate our approach by applying it to two DT demonstration cases and provide a detailed description of the sketch interface configuration workflow.  Â© 2023 IEEE.||
P. GaramvÃ¶lgyi; I. Kocsis; B. Gehl; A. Klenik|Towards Model-Driven Engineering of Smart Contracts for Cyber-Physical Systems|2018.0|IEEE|2018 48th Annual IEEE/IFIP International Conference on Dependable Systems and Networks Workshops (DSN-W)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8416237|10.1109/DSN-W.2018.00052|Applications of Distributed Ledger Technologies (DLTs) in IoT and Cyber-Physical Systems (CPS) are rapidly emerging. However, developing correct and resilient smart contracts for these use cases is even less understood than it is for cryptocurrency-based contracts. This paper presents an initial approach for generating smart contracts for coordinating the usage of cyber-physical system elements from UML statecharts. While the current target platform is Ethereum, our approach can easily be extended to other blockchain platforms.||
H. Marah; L. Lima; M. Challenger; H. Vangheluwe|Towards Ontology Enabled Agent-Based Twinning for Cyber-Physical Systems|2023.0|IEEE|2023 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion (MODELS-C)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10350497|10.1109/MODELS-C59198.2023.00078|The twinning paradigm is a concept that embraces end-to-end amalgamation and bridging the physical and cyber worlds. Harnessing the power of twinning to cyber-physical systems offers several benefits and opportunities, that are encountered by multiple challenges. Data integration, knowledge representation, reasoning, and inferencing are crucial for providing dependable services to the twinned systems. To address these challenges, an ontology-enabled approach for modelling cyber-physical systems and their twins is proposed, which is incorporated with an intelligent agent-driven representation of the different elements of the system. Applied to a case study, this approach enables representing the knowledge of the system and its environment, capturing different aspects and integrating heterogeneous data from various sources. This allows performing reasoning and inferencing on the system to obtain valuable insights and information.||
Y. Fu; G. Grossmann; K. Kaur; M. Selway; M. Stumptner|Towards the Integration of Multi-Level and Multi-View Modelling for Interoperability|2023.0|IEEE|2023 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion (MODELS-C)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10350809|10.1109/MODELS-C59198.2023.00109|In large industries, interoperability issues often occur between different systems and at different abstraction levels within a system. The former is referred to as horizontal- and the latter as vertical interoperability. This paper proposes ways to improve interoperability using multi-level and multi-view modelling methods. Multi-level modelling maximizes the reuse of information at the high-level and reduces complexity at the same time by separation of concerns. Multi-view modelling also allows to reduce complexity by selecting a subset of model elements required by a stakeholder. Currently there is no effective modelling approach that can adequately combine both methods. In this paper, we propose a novel modelling approach that integrates multi-level and multi-view modelling to support the collaborative evolution of multi-level models by different stakeholders. We present the metamodel and a semi-formal definition of the approach and demonstrate its benefits in the context of a risk management case study from the energy industry.||
