;title;abstract;dc:publisher;prism:aggregationType;prism:publicationName;prism:coverDate;prism:url
230;MPDS-RCA: Multi-level privacy-preserving data sharing for resisting collusion attacks based on an integration of CP-ABE and LDP;In the ciphertext-policy attribute-based encryption (CP-ABE), once malicious users have gained access to the sharing data, they are able to obtain real private data, leading to serious privacy leakage issues. Thus, if the data user does not access the original private data, but instead accesses the perturbed data, while guaranteeing certain statistical characteristics, this would greatly improve the privacy of the CP-ABE technology as well as enhance its security. Motivated by this, an integration of basic CP-ABE and local differential privacy (LDP) based on randomized response for achieving multi-level privacy-preserving data sharing (MPDS), which has a relatively lower complexity and higher data utility, is constructed to provide double privacy protection for data owners at the source. To prevent different trusted data users from colluding and gaining more privacy beyond their trust levels, a random perturbation strategy is elaborately designed for resisting collusion attacks (RCA) while guaranteeing that the output of RCA perturbation strategy is the same as that of the original perturbation, which has been proved from the theoretical level. Finally, the proposed MPDS-RCA scheme is simulated and verified on both synthetic and real data sets, which indicates that the proposed scheme outperforms the existing MPPDS scheme in terms of the average error rate, the KL-divergence and the JS-divergence while reducing the computational cost by approximately 50%.;Elsevier Ltd;Journal;Computers and Security;2022-01-01;https://api.elsevier.com/content/abstract/scopus_id/85118537351
231;Convergence of Edge Computing and Deep Learning: A Comprehensive Survey;"Ubiquitous sensors and smart devices from factories and communities are generating massive amounts of data, and ever-increasing computing power is driving the core of computation and services from the cloud to the edge of the network. As an important enabler broadly changing people's lives, from face recognition to ambitious smart factories and cities, developments of artificial intelligence (especially deep learning, DL) based applications and services are thriving. However, due to efficiency and latency issues, the current cloud computing service architecture hinders the vision of 'providing artificial intelligence for every person and every organization at everywhere'. Thus, unleashing DL services using resources at the network edge near the data sources has emerged as a desirable solution. Therefore, edge intelligence, aiming to facilitate the deployment of DL services by edge computing, has received significant attention. In addition, DL, as the representative technique of artificial intelligence, can be integrated into edge computing frameworks to build intelligent edge for dynamic, adaptive edge maintenance and management. With regard to mutually beneficial edge intelligence and intelligent edge, this paper introduces and discusses: 1) the application scenarios of both; 2) the practical implementation methods and enabling technologies, namely DL training and inference in the customized edge computing framework; 3) challenges and future trends of more pervasive and fine-grained intelligence. We believe that by consolidating information scattered across the communication, networking, and DL areas, this survey can help readers to understand the connections between enabling technologies while promoting further discussions on the fusion of edge intelligence and intelligent edge, i.e., Edge DL.";Institute of Electrical and Electronics Engineers Inc.;Journal;IEEE Communications Surveys and Tutorials;2020-04-01;https://api.elsevier.com/content/abstract/scopus_id/85085658645
232;Pyrus: An Online Modeling Environment for No-Code Data-Analytics Service Composition;We present Pyrus, a domain-specific online modeling environment for building graphical processes for data analysis, machine learning and artificial intelligence. Pyrus aims at bridging the gap between de facto (often Python-based) standards as established by the Jupyter platform, and the tradition to model data analysis workflows in a dataflow-driven fashion. Technically, Pyrus integrates established online IDEs like Jupyter and allows users to graphically combine available functional components to dataflow-oriented workflows in a collaborative fashion without writing a single line of code. Following a controlflow/dataflow conversion and compilation, the execution is then delegated to the underlying platforms. Both the inputs to a modeled workflow and the results of its execution can be specified and viewed without leaving Pyrus which supports a seamless cooperation between data science experts and programmers. The paper illustrates the fundamental concepts, the employed domain-specific language, and, in particular, the role of the integrated IDE’s in an example-driven fashion which can be reproduced in the available online modeling environment.;Springer Science and Business Media Deutschland GmbH;Book Series;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2021-01-01;https://api.elsevier.com/content/abstract/scopus_id/85118145576
233;Facebook's cyber-cyber and cyber-physical digital twins;A cyber-cyber digital twin is a simulation of a software system. By contrast, a cyber-physical digital twin is a simulation of a non-software (physical) system. Although cyber-physical digital twins have received a lot of recent attention, their cyber-cyber counterparts have been comparatively overlooked. In this paper we show how the unique properties of cyber-cyber digital twins open up exciting opportunities for research and development. Like all digital twins, the cyber-cyber digital twin is both informed by and informs the behaviour of the twin it simulates. It is therefore a software system that simulates another software system, making it conceptually truly a twin, blurring the distinction between the simulated and the simulator. Cyber-cyber digital twins can be twins of other cyber-cyber digital twins, leading to a hierarchy of twins. As we shall see, these apparently philosophical observations have practical ramifications for the design, implementation and deployment of digital twins at Facebook.;Association for Computing Machinery;Conference Proceeding;ACM International Conference Proceeding Series;2021-06-21;https://api.elsevier.com/content/abstract/scopus_id/85108913162
234;Inferring hierarchical motifs from execution traces;Program comprehension is a necessary step for performing many software engineering tasks. Dynamic analysis is effective in producing execution traces that assist comprehension. Traces are rich sources of information regarding the behaviour of a program. However, it is challenging to gain insight from traces due to their overwhelming amount of data and complexity. We propose a generic technique for facilitating comprehension by inferring recurring execution motifs. Inspired by bioinformatics, motifs are patterns in traces that are flexible to small changes in execution, and are captured in a hierarchical model. The hierarchical nature of the model provides an overview of the behaviour at a high-level, while preserving the execution details and intermediate levels in a structured manner. We design a visualization that allows developers to observe and interact with the model. We implement our approach in an open-source tool, called Sabalan, and evaluate it through a user experiment. The results show that using Sabalan improves developers' accuracy in performing comprehension tasks by 54%.;IEEE Computer Societyhelp@computer.org;Conference Proceeding;Proceedings - International Conference on Software Engineering;2018-05-27;https://api.elsevier.com/content/abstract/scopus_id/85049390034
235;Species Survey of Iranian Barberry Genotypes Using ITS2 Sequences and Basic Local Alignment Search Tools;The taxonomy of Iranian wild barberry and the unique seedless cultivar (CV) ‘Zereshk Bidaneh’ based on morphological characteristics is debated. The nuclear internal transcribed spacer (ITS) regions have high accuracy and efficiency for plant species identification and DNA barcoding. In this study, 17 wild barberry genotypes from northern and northeastern regions of Iran, along with CV ‘Zereshk Bidaneh’ and Japonica barberry, were classified by ITS2 sequence analysis. Genetic distance and phylogenetic relationships among Berberis genotypes were assessed with MEGA X and the NCBI database. The results showed that the genetic distance between the studied barberry accessions varied from 0.012 to 0.154. Cluster analysis classified Iranian barberry genotypes into six groups, and the ‘JA’, ES4 and R9N3 genotypes were placed in a separate clade. In BLAST analysis, 93 DNA sequences from different barberry species in the NCBI database had over 90% identity with ITS sequences of the studied barberries. Seventeen of the studied Berberis genotypes were classified into two groups in an NCBI similarity dendrogram. The first group included 11 genotypes that were placed in the B. crataegina clade, and six genotypes of the second group along with the other NCBI Berberis genotypes belong to B. integerrima. The R9N3 genotype was separated from other studied barberry genotypes and inserted alongside the Berberis species, which are all unlisted species in Iran. ‘Zereshk Bidaneh’ was in the B. integerrima clade. ITS2 sequence analysis can be used for true species identification based on DNA databases.;Springer Science and Business Media Deutschland GmbH;Journal;Erwerbs-Obstbau;2023-01-01;https://api.elsevier.com/content/abstract/scopus_id/85168460418
236;A sub-quadratic sequence alignment algorithm for unrestricted cost matrices;The classical algorithm for computing the similarity between two sequences [36, 39] uses a dynamic programming matrix, and compares two strings of size n in 0(n2) time. We address the challenge of computing the similarity of two strings in sub-quadratic time, for metrics which use a scoring matrix of unrestricted weights. Our algorithm applies to both local and global alignment computations. The speed-up is achieved by dividing the dynamic programming matrix into variable sized blocks, as induced by Lempel-Ziv parsing of both strings, and utilizing the inherent periodic nature of both strings. This leads to an O(n2/logn) algorithm for an input of constant alphabet size. For most texts, the time complexity is actually 0(hn21 logn) where h ≤ 1 is the entropy of the text.;Association for Computing Machineryacmhelp@acm.org;Conference Proceeding;Proceedings of the Annual ACM-SIAM Symposium on Discrete Algorithms;2002-01-01;https://api.elsevier.com/content/abstract/scopus_id/84968754816
237;Motion Similarity Evaluation between Human and a Tri-Co Robot during Real-Time Imitation with a Trajectory Dynamic Time Warping Model;Precisely imitating human motions in real-time poses a challenge for the robots due to difference in their physical structures. This paper proposes a human–computer interaction method for remotely manipulating life-size humanoid robots with a new metrics for evaluating motion similarity. First, we establish a motion capture system to acquire the operator’s motion data and retarget it to the standard bone model. Secondly, we develop a fast mapping algorithm, by mapping the BVH (BioVision Hierarchy) data collected by the motion capture system to each joint motion angle of the robot to realize the imitated motion control of the humanoid robot. Thirdly, a DTW (Dy-namic Time Warping)-based trajectory evaluation method is proposed to quantitatively evaluate the difference between robot trajectory and human motion, and meanwhile, visualization terminals render it more convenient to make comparisons between two different but simultaneous motion systems. We design a complex gesture simulation experiment to verify the feasibility and real-time performance of the control method. The proposed human-in-the-loop imitation control method addresses a prominent non-isostructural retargeting problem between human and robot, enhances robot interaction capability in a more natural way, and improves robot adaptability to uncertain and dynamic environments.;MDPI;Journal;Sensors;2022-03-01;https://api.elsevier.com/content/abstract/scopus_id/85125401290
238;Semantic model differencing utilizing behavioral semantics specifications;Identifying differences among models is a crucial prerequisite for several development and change management tasks in model-driven engineering. The majority of existing model differencing approaches focus on revealing syntactic differences which can only approximate semantic differences among models. Significant advances in semantic model differencing have been recently made by Maoz et al. [16] who propose semantic diff operators for UML class and activity diagrams. In this paper, we present a generic semantic differencing approach which can be instantiated to realize semantic diff operators for specific modeling languages. Our approach utilizes the behavioral semantics specification of the considered modeling language, which enables to execute models and capture execution traces representing the models’ semantic interpretation. Based on this semantic interpretation, semantic differences can be revealed.;Springer Verlag;Book Series;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2014-01-01;https://api.elsevier.com/content/abstract/scopus_id/84921662127
239;Trace comprehension operators for executable DSLs;Recent approaches contribute facilities to breathe life into metamodels, thus making behavioral models directly executable. Such facilities are particularly helpful to better utilize a model over the time dimension, e.g., for early validation and verification. However, when even a small change is made to the model, to the language definition (e.g., semantic variation points), or to the external stimuli of an execution scenario, it remains difficult for a designer to grasp the impact of such a change on the resulting execution trace. This prevents accessible trade-off analysis and design-space exploration on behavioral models. In this paper, we propose a set of formally defined operators for analyzing execution traces. The operators include dynamic trace filtering, trace comparison with diff computation and visualization, and graph-based view extraction to analyze cycles. The operators are applied and validated on a demonstrative example that highlight their usefulness for the comprehension specific aspects of the underlying traces.;Springer Verlagservice@springer.de;Book Series;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2018-01-01;https://api.elsevier.com/content/abstract/scopus_id/85048885130
240;Leveraging digital twin technology in model-based systems engineering;Digital twin, a concept introduced in 2002, is becoming increasingly relevant to systems engineering and, more specifically, to model-based system engineering (MBSE). A digital twin, like a virtual prototype, is a dynamic digital representation of a physical system. However, unlike a virtual prototype, a digital twin is a virtual instance of a physical system (twin) that is continually updated with the latter’s performance, maintenance, and health status data throughout the physical system’s life cycle. This paper presents an overall vision and rationale for incorporating digital twin technology into MBSE. The paper discusses the benefits of integrating digital twins with system simulation and Internet of Things (IoT) in support of MBSE and provides specific examples of the use and benefits of digital twin technology in different industries. It concludes with a recommendation to make digital twin technology an integral part of MBSE methodology and experimentation testbeds.;MDPI AG;Journal;Systems;2019-03-01;https://api.elsevier.com/content/abstract/scopus_id/85111581098
241;Distance measures for time series in r: The TSdist package;The definition of a distance measure between time series is crucial for many time series data mining tasks, such as clustering and classification. For this reason, a vast portfolio of time series distance measures has been published in the past few years. In this paper, the TSdist package is presented, a complete tool which provides a unified framework to calculate the largest variety of time series dissimilarity measures available in R at the moment, to the best of our knowledge. The package implements some popular distance measures which were not previously available in R, and moreover, it also provides wrappers for measures already included in other R packages. Additionally, the application of these distance measures to clustering and classification tasks is also supported in TSdist, directly enabling the evaluation and comparison of their performance within these two frameworks.;Technische Universitaet Wieninstitut@statistik.tuwien.ac.at;Journal;R Journal;2016-01-01;https://api.elsevier.com/content/abstract/scopus_id/85013170695
242;Model-driven Runtime State Identification;With new advances such as Cyber-Physical Systems (CPS) and Internet of Things (IoT), more and more discrete software systems interact with continuous physical systems. State machines are a classical approach to specify the intended behavior of discrete systems during development. However, the actual realized behavior may deviate from those specified models due to environmental impacts, or measurement inaccuracies. Accordingly, data gathered at runtime should be validated against the specified model. A first step in this direction is to identify the individual system states of each execution of a system at runtime. This is a particular challenge for continuous systems where system states may be only identified by listening to sensor value streams. A further challenge is to raise these raw value streams on a model level for checking purposes. To tackle these challenges, we introduce a model-driven runtime state identification approach. In particular, we automatically derive corresponding time-series database queries from state machines in order to identify system runtime states based on the sensor value streams of running systems. We demonstrate our approach for a subset of SysML and evaluate it based on a case study of a simulated environment of a five-axes grip-arm robot within a working station.;Gesellschaft fur Informatik (GI);Conference Proceeding;Lecture Notes in Informatics (LNI), Proceedings - Series of the Gesellschaft fur Informatik (GI);2020-01-01;https://api.elsevier.com/content/abstract/scopus_id/85127211145
243;On Digital Twins, Mirrors, and Virtualizations: Frameworks for Model Verification and Validation;"A powerful new idea in the computational representation of structures is that of the digital twin. The concept of the digital twin emerged and developed over the last decade, and has been identified by many industries as a highly desired technology. The current situation is that individual companies often have their own definitions of a digital twin, and no clear consensus has emerged. In particular, there is no current mathematical formulation of a digital twin. A companion paper to the current one will attempt to present the essential components of the desired formulation. One of those components is identified as a rigorous representation theory of models; most importantly, governing how they are verified and validated, and how validation information can be transferred between models. Unlike its companion, which does not attempt detailed specification of any twin components, this paper will attempt to outline a rigorous representation theory of models, based on the introduction of two new concepts: mirrors and virtualizations. The paper is not intended as a passive wish list; it is intended as a rallying call. The new theory will require the active participation of researchers across a number of domains including: pure and applied mathematics, physics, computer science, and engineering. The paper outlines the main objects of the theory and gives examples of the sort of theorems and hypotheses that might be proved in the new framework.";American Society of Mechanical Engineers (ASME) infocentral@asme.org;Journal;ASCE-ASME Journal of Risk and Uncertainty in Engineering Systems, Part B: Mechanical Engineering;2020-09-01;https://api.elsevier.com/content/abstract/scopus_id/85092429524
244;Faster than real-time simulation of mobile crane dynamics using digital twin concept;The paper discusses the problem of the mobile crane movement prediction in real-time during the operation of the crane. Dynamic and kinematic models of the crane are created to solve this problem. The models form the digital twin that can be used to facilitate the crane operation. As the crane can move rather fast, the crane dynamics, rather than kinematics, becomes more important in its movement prediction. However, in order to be calculated faster than real-time the crane model should be simplified. The paper considers an example of the mobile crane for which two models are developed: the detailed reference model and the simplified model for faster than real-time calculations, which includes the dynamic and kinematic equations. We implemented both models as C programs. Experiments are made in order to compare the accuracy and the calculation speed of the simplified model with respect to the reference model.;Institute of Physics Publishinghelen.craven@iop.org;Conference Proceeding;Journal of Physics: Conference Series;2018-12-11;https://api.elsevier.com/content/abstract/scopus_id/85058999096
245;The past, present and future of cyber-physical systems: A focus on models;This paper is about better engineering of cyber-physical systems (CPSs) through better models. Deterministic models have historically proven extremely useful and arguably form the kingpin of the industrial revolution and the digital and information technology revolutions. Key deterministic models that have proven successful include differential equations, synchronous digital logic and single-threaded imperative programs. Cyber-physical systems, however, combine these models in such a way that determinism is not preserved. Two projects show that deterministic CPS models with faithful physical realizations are possible and practical. The first project is PRET, which shows that the timing precision of synchronous digital logic can be practically made available at the software level of abstraction. The second project is Ptides (programming temporally-integrated distributed embedded systems), which shows that deterministic models for distributed cyber-physical systems have practical faithful realizations. These projects are existence proofs that deterministic CPS models are possible and practical.;MDPI AGPostfachBaselCH-4005membranes@mdpi.com;Journal;Sensors (Switzerland);2015-02-26;https://api.elsevier.com/content/abstract/scopus_id/84928667408
246;Cyber-Physical Systems: Foundations, Principles and Applications;Cyber-Physical Systems: Foundations, Principles and Applications explores the core system science perspective needed to design and build complex cyber-physical systems. Using Systems Science's underlying theories, such as probability theory, decision theory, game theory, organizational sociology, behavioral economics, and cognitive psychology, the book addresses foundational issues central across CPS applications, including System Design -- How to design CPS to be safe, secure, and resilient in rapidly evolving environments, System Verification -- How to develop effective metrics and methods to verify and certify large and complex CPS, Real-time Control and Adaptation -- How to achieve real-time dynamic control and behavior adaptation in a diverse environments, such as clouds and in network-challenged spaces, Manufacturing -- How to harness communication, computation, and control for developing new products, reducing product concepts to realizable designs, and producing integrated software-hardware systems at a pace far exceeding today's timeline. The book is part of the Intelligent Data-Centric Systems: Sensor-Collected Intelligence series edited by Fatos Xhafa, Technical University of Catalonia. Indexing: The books of this series are submitted to EI-Compendex and SCOPUS. Includes in-depth coverage of the latest models and theories that unify perspectives, expressing the interacting dynamics of the computational and physical components of a system in a dynamic environment. Focuses on new design, analysis, and verification tools that embody the scientific principles of CPS and incorporate measurement, dynamics, and control. Covers applications in numerous sectors, including agriculture, energy, transportation, building design and automation, healthcare, and manufacturing.;Elsevier Inc.;Book;Cyber-Physical Systems: Foundations, Principles and Applications;2016-09-11;https://api.elsevier.com/content/abstract/scopus_id/85024134976
247;Industrial automation based on cyber-physical systems technologies: Prototype implementations and challenges;Cyber-Physical Systems (CPS) is an emergent approach that focuses on the integration of computational applications with physical devices, being designed as a network of interacting cyber and physical elements. CPS control and monitor real-world physical infrastructures and thus is starting having a high impact in industrial automation. As such design, implementation and operation of CPS and management of the resulting automation infrastructure is of key importance for the industry. In this work, an overview of key aspects of industrial CPS, their technologies and emerging directions, as well as challenges for their implementation is presented. Based on the hands-on experiences gathered from four European innovation projects over the last decade (i.e. SOCRADES, IMC-AESOP, GRACE and ARUM), a key challenges have been identified and a prioritization and timeline are pointed out with the aim to increase Technology Readiness Levels and lead to their usage in industrial automation environments.;Elsevier;Journal;Computers in Industry;2016-09-01;https://api.elsevier.com/content/abstract/scopus_id/84941662063
248;Smart Agents in Industrial Cyber-Physical Systems;Future industrial systems can be realized using the cyber-physical systems (CPSs) that advocate the coexistence of cyber and physical counterparts in a network structure to perform the system's functions in a collaborative manner. Multiagent systems share common ground with CPSs and can empower them with a multitude of capabilities in their efforts to achieve complexity management, decentralization, intelligence, modularity, flexibility, robustness, adaptation, and responsiveness. This work surveys and analyzes the current state of the industrial application of agent technology in CPSs, and provides a vision on the way agents can effectively enable emerging CPS challenges.;Institute of Electrical and Electronics Engineers Inc.;Journal;Proceedings of the IEEE;2016-05-01;https://api.elsevier.com/content/abstract/scopus_id/84977992593
249;A coordinated approach for managing polypharmacy among children with medical complexity: rationale and design of the Pediatric Medication Therapy Management (pMTM) randomized controlled trial;Background: Children with medical complexity (CMC) often rely upon the use of multiple medications to sustain quality of life and control substantial symptom burden. Pediatric polypharmacy (≥ 5 concurrent medications) is prevalent and increases the risk of medication-related problems (MRPs). Although MRPs are associated with pediatric morbidity and healthcare utilization, polypharmacy is infrequently assessed during routine clinical care for CMC. The aim of this randomized controlled trial is to determine if a structured pharmacist-led Pediatric Medication Therapy Management (pMTM) intervention reduces MRP counts, as well as the secondary outcomes of symptom burden and acute healthcare utilization. Methods: This is a hybrid type 2 randomized controlled trial assessing the effectiveness of pMTM compared to usual care in a large, patient-centered medical home for CMC. Eligible patients include all children ages 2–18 years old, with ≥ 1 complex chronic condition, and with ≥ 5 active medications, as well as their English-speaking primary caregivers. Child participants and their primary parental caregivers will be randomized to pMTM or usual care before a non-acute primary care visit and followed for 90 days. Using generalized linear models, the overall effectiveness of the intervention will be evaluated using total MRP counts at 90 days following pMTM intervention or usual care visit. Following attrition, a total of 296 CMC will contribute measurements at 90 days, which provides > 90% power to detect a clinically significant 1.0 reduction in total MRPs with an alpha level of 0.05. Secondary outcomes include Parent-Reported Outcomes of Symptoms (PRO-Sx) symptom burden scores and acute healthcare visit counts. Program replication costs will be assessed using time-driven activity-based scoring. Discussion: This pMTM trial aims to test hypotheses that a patient-centered medication optimization intervention delivered by pediatric pharmacists will result in lower MRP counts, stable or improved symptom burdens, and fewer cumulative acute healthcare encounters at 90 days following pMTM compared to usual care. The results of this trial will be used to quantify medication-related outcomes, safety, and value for a high-utilization group of CMC, and outcomes may elucidate the role of integrated pharmacist services as a key component of outpatient complex care programs for this priority pediatric population. Trial Registration: This trial was prospectively registered at clinicaltrials.gov (NCT05761847) on Feb 25, 2023.;BioMed Central Ltd;Journal;BMC Health Services Research;2023-12-01;https://api.elsevier.com/content/abstract/scopus_id/85156106397
250;An integrated socio-cyber-physical system framework to assess responsible digitalisation in agriculture: A first application with Living Labs in Europe;"CONTEXT: It is still an open question how to assess the contribution of digitalisation in agriculture to the United Nations' Sustainable Development Goals, and how digitalisation then can be done in a responsible way. A socio-cyber-physical system (SCPS) concept can help this analysis, but little experience exists with its operationalisation and application, and its integration with the Responsible Research and Innovation approach. OBJECTIVE: To address this gap, this paper has a twofold purpose: a) operationalise the SCPS concept within an integrated assessment framework adaptable to multiple levels of analysis, contexts, and purposes (e.g. ex-ante, ongoing, ex post evaluation) to shed light on impacts of digitalisation in relation to SCPS entities, relationships, and activities; b) apply the designed framework in 21 multi-stakeholder platforms (Living Labs), which were established to explore needs and expectations in specific subjects relevant for European agriculture, forestry and rural areas. METHODS: Impacts were assessed through interviews (158 respondents), focus groups (378 participants), online surveys (273 respondents), and other secondary data. RESULTS AND CONCLUSIONS: The findings indicate that the SCPS framework enables elucidating relationships between digital and broader sustainable development goals and needs, and can sharpen earlier assessments, going beyond a pessimistic or optimistic dichotomy associated to digitalisation by specifying effects and trade-offs in terms of enabling, disenabling, boosting and depleting impacts of digital agriculture. However, the framework being comprehensive and open to emerging socio-cyber-physical interactions, makes that Livings Labs doing participatory impact assessments struggled with the complexity and multiple dimensions of the topic. SIGNIFICANCE: The paper provides both conceptual and operational knowledge to set up impact evaluations of responsible digitalisation in agriculture and outline concepts that can help anticipating the consequences and trade-offs.";Elsevier Ltd;Journal;Agricultural Systems;2022-12-01;https://api.elsevier.com/content/abstract/scopus_id/85139835725
251;A Cyber Physical Systems Approach for Agricultural Enterprise and Sustainable Agriculture;The quantity and quality of agricultural products that become part of the food supply chain is becoming an important problem as the population is fast-increasing. Information and Communication Technology is becoming part of Agriculture organizations as farmers have had to explore innovative ways to increase production and minimize risk. The next step therefore is to network these individual systems into cyber-physical production systems integrated with smart devices in the Internet of Things. These can map the entire process electronically, from the farm's computer to the harvesting operation. Thus, these systems have the potential to substantially increase efficiency and quality. The paper proposes an architecture for the future agricultural enterprise as a complex system, addressing sustainability and adaptability towards environmental and market changes.;Institute of Electrical and Electronics Engineers Inc.;Conference Proceeding;Proceedings - 2017 21st International Conference on Control Systems and Computer, CSCS 2017;2017-07-05;https://api.elsevier.com/content/abstract/scopus_id/85027529103
252;Defining a Digital Twin-based Cyber-Physical Production System for autonomous manufacturing in smart shop floors;Smart manufacturing is the core idea of the fourth industrial evolution. For a smart manufacturing shop floor, real-time monitoring, simulation and prediction of manufacturing operations are vital to improve the production efficiency and flexibility. In this paper, the Cyber-Physical System (CPS) and Digital Twin technologies are introduced to build the interconnection and interoperability of a physical shop floor and corresponding cybershop floor. A Digital Twin-based Cyber-Physical Production System (DT-CPPS) is further established, and the configuring mechanism, operating mechanism and real-time data-driven operations control of DT-CPPS are discussed in detail. It is expected that DT-CPPS will provide the basis for shop floors to march towards smart manufacturing.;Taylor and Francis Ltd.michael.wagreich@univie.ac.at;Journal;International Journal of Production Research;2019-10-18;https://api.elsevier.com/content/abstract/scopus_id/85060183300
253;Digital twin-driven manufacturing cyber-physical system for parallel controlling of smart workshop;With increasing diverse product demands, the manufacturing paradigm has been transformed into a mass-individualized one, among which one bottleneck is to achieve the interoperability between physical world and the digital world of manufacturing system for the intelligent organizing of resources. This paper presents a digital twin-driven manufacturing cyber-physical system (MCPS) for parallel controlling of smart workshop under mass individualization paradigm. By establishing cyber-physical connection via decentralized digital twin models, various manufacturing resources can be formed as dynamic autonomous system to co-create personalized products. Clarification on the MCPS concept, characteristics, architecture, configuration, operating mechanism and key enabling technologies are elaborated, respectively. A demonstrative implementation of the digital twin-driven parallel controlling of board-type product smart manufacturing workshop is also presented. It addresses a bi-level online intelligence in proactive decision making for the organization and operation of manufacturing resources.;Springer Verlagservice@springer.de;Journal;Journal of Ambient Intelligence and Humanized Computing;2019-03-13;https://api.elsevier.com/content/abstract/scopus_id/85049566739
254;Representing adaptation options in experimentable digital twins of production systems;Simulations are powerful tools for decision support during factory adaptation processes. In order to provide the most valuable form of decision support, a tool must take into account the decision problem and relevant decision alternatives. Today’s simulation tools, however, only accept simple notions of variability, like numeric parameter ranges. Thereby they ignore most of the variability of production systems, and do not utilise their full potential to aid decisions. To improve this situation, a new concept on how to systematically model the variability of production systems in Digital Twins of production entities is proposed. It combines Model-Based Systems Engineering and Variability Management to model different variants of production systems, and utilises capabilities of production equipment to make Digital Twins modular and reconfigurable. Each valid combination of variants results in a directly 3D-simulable Digital Twin for the whole production system, allowing automatic validation testing and fast feedback loops during system development. The presented concept is not only a very important basis for managing variants. As the variants model can be used as a search space for optimisation algorithms, the concept is an important stepping stone for a more powerful simulation-based optimisation of production systems.;Taylor and Francis Ltd.michael.wagreich@univie.ac.at;Journal;International Journal of Computer Integrated Manufacturing;2019-05-04;https://api.elsevier.com/content/abstract/scopus_id/85064719396
255;A simulation-based architecture for smart cyber-physical systems;In order to accurately predict future states of a smart cyber-physical system, which can change its behavior to a large degree in response to environmental influences, the existence of precise models of the system and its surroundings is demandable. In machine engineering, ultra-high fidelity simulations have been developed to better understand both constraints in system design and possible consequences of external influences during the system's operation. These digital twins enable further applications in software design for complex cyber-physical systems as online planning methods can utilize good simulations to continuously optimize the system behavior, yielding a software architecture framework based on the information flow between the cyber-physical system, its physical environment and the digital twin model.;Institute of Electrical and Electronics Engineers Inc.;Conference Proceeding;Proceedings - 2016 IEEE International Conference on Autonomic Computing, ICAC 2016;2016-09-21;https://api.elsevier.com/content/abstract/scopus_id/84991687905
256;Disruptions are the norm: Cyber-physical multi-agent systems for autonomous real-time resource management;This paper analyses the new requirements for real time resource management systems based on multi-agent technology. It shows the growing demand for developing autonomous systems which combine resource allocation, scheduling, optimization, communication with users and control in one cycle and can respond rapidly to unexpected events in real time. To solve the problem, cyber-physical multi-agent systems are considered. The paper also analyses the new impact which such systems bring into design of modern systems on the way from smart Internet of Things—to new organizations and ways of user motivation.;Springer Verlagservice@springer.de;Book Series;Studies in Computational Intelligence;2017-01-01;https://api.elsevier.com/content/abstract/scopus_id/85014958036
257;Towards autonomous ai systems for resource management: Applications in industry and lessons learned;Complexity of modern resource management is analyzed and related with a number of decision makers, high variety of individual criteria, preferences and constraints, interdependency of all operations, etc. The overview of existing methods and tools of Enterprise Resource Planning is given and key requirements for resource management are specified. The concept of autonomous Artificial Intelligence (AI) systems for adaptive resource management based on multi-agent technology is discussed. Multi-agent model of virtual market and method for solving conflicts and finding consensus for adaptive resource management are presented. Functionality and architecture of autonomous AI systems for adaptive resource management and the approach for measuring adaptive intelligence and autonomy level in these systems are considered. Results of delivery of autonomous AI solutions for managing trucks and factories, mobile teams, supply chains, aerospace and railways are presented. Considerable increase of enterprise resources efficiency is shown. Lessons learned from industry applications are formulated and future developments of AI for solving extremely complex problems of adaptive resource management are outlined.;Springer Verlagservice@springer.de;Book Series;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2018-01-01;https://api.elsevier.com/content/abstract/scopus_id/85049361002
258;Ontology-Driven Multi-Agent Engine for Real Time Adaptive Scheduling;The growing demand for improving business efficiency requests the development of generic resource management systems applicable for solving a wide range of complex problems with minimum cost and time. However, the classical combinatorial or heuristic methods and tools do not provide adequate solutions for solving complex problems of resource management in real time. That is why we consider multi-agent technology as the core part of such solutions-which helps find the balance of many interests and adapt it in a flexible way to unpredictable events, such as a new order, an unavailable resource, etc. In this paper we introduce the use of ontology for scheduling, which provides the opportunity to create ontological model of the enterprise, develop generic multi-agent scheduler and customize matching requirements for each operation in business or technological processes, for example, for applications in manufacturing, project management, supply chains, etc. Semantic Wikipedia on the top of ontology editor will be discussed to support knowledge base of enterprise for resource management. The example of applications for supply chain of insurance company is presented.;Institute of Electrical and Electronics Engineers Inc.;Conference Proceeding;Proceedings - 2018 International Conference on Control, Artificial Intelligence, Robotics and Optimization, ICCAIRO 2018;2018-07-02;https://api.elsevier.com/content/abstract/scopus_id/85065208002
