;title;abstract;dc:publisher;prism:aggregationType;prism:publicationName;prism:coverDate;prism:url
80;Prediction of Tool Remaining Useful Life Based on NHPP-WPHM;A tool remaining useful life prediction method based on a non-homogeneous Poisson process and Weibull proportional hazard model (WPHM) is proposed, taking into account the grinding repair of machine tools during operation. The intrinsic failure rate model is built according to the tool failure data. The WPHM is established by collecting vibration information during operation and introducing covariates to describe the failure rate of the tool operation. In combination with the tool grinding repair, the NHPP-WPHM under different repair times is established to describe the tool comprehensive failure rate. The failure threshold of the tool life is determined by the maximum availability, and the remaining tool life is predicted. Take the cylindrical turning tool of the CNC lathe as an example, the root mean square error, mean absolute error, mean absolute percentage error, and determination coefficient (R2) are used as indicators. The proposed method is compared with the actual remaining useful life and the remaining useful life prediction model based on the WPHM to verify the effectiveness of the model.;MDPI;Journal;Mathematics;2023-04-01;https://api.elsevier.com/content/abstract/scopus_id/85153928809
81;A kinematic precision reliability evaluation method for rotor-bearing systems considering multi-source wear degradations and random errors;Rotor-bearing systems play a vital role in machine tools, aero engines, and wind turbines. Generally, worn-induced degradation quantities and manufacturing errors of components are the main error sources that influence the precision reliability of rotor-bearing systems. The current precision reliability evaluation models are focusing on several error sources in only a few key components without agreeable results. Therefore, a precision reliability evaluation model is proposed considering all time-variant error sources and random error sources. Firstly, time-variant wear models for commonly occurred degradation types in a rotor-bearing system are developed. Secondly, the constructed time-variant wear models are inserted into the precision model with all moving components in the rotor-bearing system using meta-action structural decomposition method. Finally, the time-variant stochastic process discretization method is employed to establish the precision reliability evaluation model, and solve the precision reliability of the rotor-bearing systems. Case investigations are carried out to verify the performance of the present model, which provides a more accurate precision reliability evaluation model to estimate the conditions of rotor-bearing systems during the service period.;Springer Science and Business Media Deutschland GmbH;Journal;International Journal of Advanced Manufacturing Technology;2023-02-01;https://api.elsevier.com/content/abstract/scopus_id/85130686757
82;Meta-action unit importance identification method of electromechanical product;A new method to importance identification and optimization of meta-action unit for electromechanical product is proposed herein. In the present method, the influence factors and optimization factors related to the importance identification and optimization of meta-action unit were given. The weight vectors of influence factors and optimization factors were obtained by the improved EAHP (extension analytical hierarchy process), and the importance matrix and optimization weight vector of meta-action unit were also built by fuzzy theory. Then, the meta-action unit importance identification and optimization model was established according to the influence factors weight vector, optimization factors weight vector, meta-action unit importance matrix, and meta-action unit comprehensive optimization weight vector. A typical domestic electromechanical product was taken as the analysis object, and the effectiveness of the new method is verified by the comparison of various methods. The proposed method is helpful to reduce the blindness of enterprises in selecting analysis objects, and also lays a foundation for improving the reliability of electromechanical products.;SAGE Publications Ltd;Journal;Proceedings of the Institution of Mechanical Engineers, Part C: Journal of Mechanical Engineering Science;2022-08-01;https://api.elsevier.com/content/abstract/scopus_id/85132635459
83;Research on Bridge Health Management Prediction System Based on deep learning;"The bridge management is investigated and studied. At present, the bridge management mode and management means are old. The bridge data collected, analyzed and managed by manual method brings a lot of inconvenience to the maintenance and management; If the technical archives of some bridges are lost, we can only rely on qualitative understanding and the experience of technicians to analyze the technical status of bridges, and make decisions according to past experience to determine the bridge maintenance and repair scheme; At the same time, as the maintenance funds are not guaranteed and the technical force is low, the necessary daily maintenance of the bridge cannot be guaranteed, resulting in the rapid deterioration of the diseases and defects of the bridge, reducing the bearing capacity of the bridge and affecting the normal use of the bridge. Research on the prediction system of bridge health management based on deep learning, and develop an artificial intelligence system, which can predict the bridge health status according to the data collected from the sensors installed on the bridges all over the world.";IEEE Computer Society;Conference Proceeding;World Automation Congress Proceedings;2022-01-01;https://api.elsevier.com/content/abstract/scopus_id/85142825041
84;Analysis of the Current Status of Digital Twin Research in Smart Manufacturing Based on CiteSpace;In recent years, as smart manufacturing becomes mainstream, digital twin have received a great deal of attention from industry and academia. In this work, data is retrieved in Web of Science with keywords = smart manufacturing and digital twin from 2017 to April 2022. CiteSpace is used to visualize and analyze the application of digital twin in smart manufacturing. In addition, the research focuses and deficiencies in this field are expounded, and corresponding suggestions are put forward.;SPIE;Conference Proceeding;Proceedings of SPIE - The International Society for Optical Engineering;2022-01-01;https://api.elsevier.com/content/abstract/scopus_id/85158945205
85;Corrigendum to “Temporal assembly patterns of microbial communities in three parallel bioreactors treating low-concentration coking wastewater with differing carbon source concentrations” [Journal of Environmental Sciences, Volume 137, March 2024, Pages 455–468] (Journal of Environmental Sciences (2024) 137 (455–468), (S1001074223001146), (10.1016/j.jes.2023.03.005));The authors regret that the first line of Fig. 7 has an extra “toluene”. The correct Fig. 7 is provided as below:[Formula presented] The authors would like to apologise for any inconvenience caused.;Chinese Academy of Sciences;Journal;Journal of Environmental Sciences (China);2024-03-01;https://api.elsevier.com/content/abstract/scopus_id/85151879051
86;A Cross-Domain Systematic Mapping Study on Software Engineering for Digital Twins;Digital Twins are currently investigated as the technological backbone for providing an enhanced understanding and management of existing systems as well as for designing new systems in various domains, e.g., ranging from single manufacturing components such as sensors to large-scale systems such as smart cities. Given the diverse application domains of Digital Twins, it is not surprising that the characterization of the term Digital Twin, as well as the needs for developing and operating Digital Twins are multi-faceted. Providing a better understanding what the commonalities and differences of Digital Twins in different contexts are, may allow to build reusable support for developing, running, and managing Digital Twins by providing dedicated concepts, techniques, and tool support. In this paper, we aim to uncover the nature of Digital Twins based on a systematic mapping study which is not limited to a particular application domain or technological space. We systematically retrieved a set of 1471 unique publications of which 356 were selected for further investigation. In particular, we analyzed the types of research and contributions made for Digital Twins, the expected properties Digital Twins have to fulfill, how Digital Twins are realized and operated, as well as how Digital Twins are finally evaluated. Based on this analysis, we also contribute a novel feature model for Digital Twins from a software engineering perspective as well as several observations to further guide future software engineering research in this area.;Elsevier Inc.;Journal;Journal of Systems and Software;2022-11-01;https://api.elsevier.com/content/abstract/scopus_id/85135797712
87;Generating customized low-code development platforms for digital twins;A digital twin improves our use of a cyber–physical system and understanding of its emerging behavior. To this effect, a digital twin is to be developed and configured and potentially also operated by domain experts, who rarely have a professional software engineering background and for whom easy access and support, e.g., in form of low-code platforms are missing. In this paper, we report on an integrated method for the model-driven engineering of low-code development platforms for digital twins that enables domain experts to create and operate digital twins for cyber–physical systems using the most appropriate modeling languages. The foundation of this method is (1) a code generation infrastructure for information systems combined with (2) an extensible base architecture for self-adaptive digital twins and (3) reusable language components for their configuration. Using this method, software engineers first configure the information system with the required modeling languages to generate the low-code development platform for digital twins before domain experts leverage the generated platform to create digital twins. This two-step method facilitates creating tailored low-code development platforms as well as creating and operating customized digital twins for a variety of applications.;Elsevier Ltd;Journal;Journal of Computer Languages;2022-06-01;https://api.elsevier.com/content/abstract/scopus_id/85129984615
88;Towards collaborative life cycle specification of digital twins in manufacturing value chains;A digital twin is a digital representation of an unique product or product service system that is sufficient to meet the requirements of a set of use cases. Following this definition, the implementation of a digital twin must be derived from concrete use cases along the life cycle of a product. However, the involvement of a variety of different stakeholders and frequent changes of ownership in the value chain complicate the identification of use cases as well as the specification of the digital twin and its governance. This leads to a need for a systematic approach that enables various partners to implement the digital twins needed for their specific use cases. This paper presents a specification technique that combines aspects from Model-Based Systems Engineering with Product Lifecycle Management to support a collaborative front-end planning and specification of digital twins. It integrates the different views of various digital twin stakeholders (product manager, systems engineer, developer, data scientist etc.) in a collaborative model across the value chain. As part of the systematic approach, a digital twin specification grid that structures guidelines for the aspects of a digital twin (e.g. the data sources) across the product life cycle is provided. The presented approach also supports the derivation of a digital twin by integrating different use cases. This specification technique is the first step towards a holistic, Model-Based Digital Twin Design Framework.;Elsevier B.V.;Conference Proceeding;Procedia CIRP;2021-01-01;https://api.elsevier.com/content/abstract/scopus_id/85102616373
89;A digital twin method for automated behavior analysis of large-scale distributed IoT Systems;The behavior of a large-scale distributed IoT system is often hard to verify and validate. The reasons include: 1) the specification is often unclear, ambiguous and incomplete resulting in misunderstandings and undesired behavior. 2) It is almost impossible for a human to reason about the correctness of a system consisting of thousands of components. 3) It is very hard to observe all related components when trying to solve a problem because the system is geographically distributed over large areas. A digital twin capturing the system operational behavior will be of great help to assist a human in detecting behavioral anomalies and reasoning about root-causes. This paper proposes a method to develop digital twins for automated behavior analysis of large-scale distributed IoT systems. We present a real-life use-case of a smart office lighting system for which the method was successfully applied. The developed digital twin was used for anomaly detection and reasoning in a semi-automated root-cause analysis (RCA) approach.;Institute of Electrical and Electronics Engineers Inc.;Conference Proceeding;2019 14th Annual Conference System of Systems Engineering, SoSE 2019;2019-05-01;https://api.elsevier.com/content/abstract/scopus_id/85069795719
90;Implementation specifics and application potential of digital twins of technological systems;The paper presents the main approaches to digital twin formation taking into account many years of research. A concept for the creation of digital twins is proposed, with regard to the evolution of the current state of the object. A digital twin is an innovative concept that is becoming increasingly relevant with the development of the fourth industrial revolution and the transition to intelligent manufacturing. The paper provides an analysis of works in the field of digital twins, considers specific features of the concept application in manufacturing, and analyzes the main problems associated with its practical implementation and their possible solutions. The work places particular emphasis on the features of the multiphysics model formation, the specifics of working with large arrays of heterogeneous data for digital twins, and the requirements for cyber-physical technological systems that are their prototypes.;Springer Science and Business Media Deutschland GmbH;Journal;International Journal of Advanced Manufacturing Technology;2021-12-01;https://api.elsevier.com/content/abstract/scopus_id/85105378797
91;Experimentable Digital Twin for Virtual Validation of Manufacturing Systems;Global competition forces assembly, production, and logistic systems to be highly efficient and agile. Such complex systems deliver their functionality through dynamic interactions between their individual elements, which cannot be captured by analytical methods. To evaluate the impact of design decisions on system performance and validate a design alternative, it is necessary to use methods such as simulation that can replicate that dynamic behavior. The digital twin in industry 4.0 aims to replicate a system's characteristics and behavior. However, that has been mostly used for performance monitoring and control of a manufacturing system at the operation stage. This paper introduced an approach to develop an experimentable digital twin of a manufacturing system that can be used for virtual validation of a design alternative and analyzing the impact of design decisions on overall system performance as a function of dynamic interactions. The introduced approach constructs the system architecture of a manufacturing system by orchestrating systems engineering, object-oriented and finite state machine methods such that the developed Meta-model allows simulation of various alternatives and can be used later at the operation stage for smart manufacturing purposes. Therefore, the digital twin replicates the manufacturing system in its lifecycle from when it is a design concept to the stage that it is constructed physically.;Association for Computing Machinery;Conference Proceeding;ACM International Conference Proceeding Series;2023-01-09;https://api.elsevier.com/content/abstract/scopus_id/85162884071
92;Committee II.2: Dynamic Response;Concern for the dynamic structural response of ships and offshore structures as required for safety and serviceability assessments, including habitability. This should include steady state, transient and random response. Attention shall be given to dynamic responses resulting from environmental, machinery and propeller excitation. Uncertainties associated with modelling should be highlighted.;IOS Press BV;Conference Proceeding;Progress in Marine Science and Technology;2020-02-11;https://api.elsevier.com/content/abstract/scopus_id/85137835522
93;Smart manufacturing scheduling: A literature review;"Within the scheduling framework, the potential of digital twin (DT) technology, based on virtualisation and intelligent algorithms to simulate and optimise manufacturing, enables an interaction with processes and modifies their course of action in time synchrony in the event of disruptive events. This is a valuable capability for automating scheduling and confers it autonomy. Automatic and autonomous scheduling management can be encouraged by promoting the elimination of disruptions due to the appearance of defects, regardless of their origin. Hence the zero-defect manufacturing (ZDM) management model oriented towards zero-disturbance and zero-disruption objectives has barely been studied. Both strategies combine the optimisation of production processes by implementing DTs and promoting ZDM objectives to facilitate the modelling of automatic and autonomous scheduling systems. In this context, this particular vision of the scheduling process is called smart manufacturing scheduling (SMS). The aim of this paper is to review the existing scientific literature on the scheduling problem that considers the DT technology approach and the ZDM model to achieve self-management and reduce or eliminate the need for human intervention. Specifically, 68 research articles were identified and analysed. The main results of this paper are to: (i) find methodological trends to approach SMS models, where three trends were identified; i.e. using DT technology and the ZDM model, utilising other enabling digital technologies and incorporating inherent SMS capabilities into scheduling; (ii) present the main SMS alignment axes of each methodological trend; (iii) provide a map to classify the literature that comes the closest to the SMS concept; (iv) discuss the main findings and research gaps identified by this study. Finally, managerial implications and opportunities for further research are identified.";Elsevier B.V.;Journal;Journal of Manufacturing Systems;2021-10-01;https://api.elsevier.com/content/abstract/scopus_id/85115371863
94;Urban Digital Twin Challenges: A Systematic Review and Perspectives for Sustainable Smart Cities;"Recent scientific and technological advancements have transformed the knowledge frontiers, giving rise to the next wave of disruptive technologies with deep impacts on urban society. An Urban Digital Twin (UDT) is a technology with great potential to transform the management and planning of the infrastructures and systems of sustainable smart cities towards environmental sustainability. However, despite the recent increase of research on UDTs due to its widespread diffusion much more recently, there is a lack of studies examining the existing bottlenecks to its implementation. To fill this gap, this study provides a systematic literature review on the key challenges and open issues pertaining to the implementation of an UDT. Results indicate 8 important categories of challenges related to (1) interoperability and semantics; (2) infrastructure, including storage, computation, network; (3) data acquisition and actuation; (4) data quality and harmonization; (5) modeling, simulation and decision-support; (6) data visualization and information display; (7) human and capital resources; and finally (8) governance, organizational and social issues. All topics are significantly raised in the literature, with most emphasis on issues pertaining to data and model semantics, missing data, data quality and modeling. The findings serve to inform practitioners about the bottlenecks delaying the implementation of UDTs.";Elsevier Ltd;Journal;Sustainable Cities and Society;2023-12-01;https://api.elsevier.com/content/abstract/scopus_id/85163715089
95;Digital twin-driven smart supply chain;Today’s supply chain is becoming complex and fragile. Hence, supply chain managers need to create and unlock the value of the smart supply chain. A smart supply chain requires connectivity, visibility, and agility, and it needs be integrated and intelligent. The digital twin (DT) concept satisfies these requirements. Therefore, we propose creating a DT-driven supply chain (DTSC) as an innovative and integrated solution for the smart supply chain. We provide background information to explain the DT concept and to demonstrate the method for building a DTSC by using the DT concept. We discuss three research opportunities in building a DTSC, including supply chain modeling, real-time supply chain optimization, and data usage in supply chain collaboration. Finally, we highlight a motivating case from JD.COM, China’s largest retailer by revenue, in applying the DTSC platform to address supply chain network reconfiguration challenges during the COVID-19 pandemic.;Higher Education Press Limited Company;Journal;Frontiers of Engineering Management;2022-03-01;https://api.elsevier.com/content/abstract/scopus_id/85128741822
96;Toward smart manufacturing scheduling from an ontological approach of job-shop uncertainty sources;An integral application of the enabling technologies of Industry 4.0 in the job-shop scheduling problem (JSSP) must contemplate the automation and autonomy of the involved decision-making processes as a goal, which is the main purpose of the smart manufacturing scheduling (SMS) paradigm. In a real production context, uncertainty acts as a barrier that hinders this goal being met and, therefore, any SMS model should integrate uncertainty generators in one way or another. This paper proposes an ontological framework that identifies and structures the entities shaping the joint domain formed by the job-shop scheduling process in its itinerary toward the SMS paradigm, the sources of uncertainty that it faces, and the interrelationship type that link these entities. This ontological framework will serve in future research as a conceptual basis to design new quantitative models that, from a holistic perspective, will address the stochasticity of manufacturing environments and incorporate the management of disturbances into the realtime resolution of automatic and autonomous job-shop scheduling.;Elsevier B.V.;Conference Proceeding;IFAC-PapersOnLine;2022-01-01;https://api.elsevier.com/content/abstract/scopus_id/85132207821
97;Multi-Agent Systems in Support of Digital Twins: A Survey;The joint use of technologies such as IoT, Artificial Intelligence, Cloud Computing or Virtualization has fostered the development of digital twins (DT). A DT is described as a physical entity, its virtual counterpart and the data connections between both. Digital twins are increasingly being used to enrich physical entities by exploiting different computational approaches, which are applied to the virtual twin part. One of such approaches is the multi-agent systems (MAS) paradigm. It is claimed they resemble DT in many features. In order to analyse the suitability of MAS for DT, this paper presents the results of a systematic literature review focused on the analysis of current proposals exploiting MAS to support the design of digital twins. We found that the integrating the multi-agent paradigm with digital twins can be challenging, because the distinction among them is sometimes blurry. Moreover, it has been detected that MAS are generally the interaction environment for the DTs, and data of the DTs allow agents’ better decisions to be made in real time. That is, the massive volume of data stored by the DT allows agents to make decisions based on these data, and on the other hand, MAS shapes the environment where the DTs operate and interact.;Springer Science and Business Media Deutschland GmbH;Book Series;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2022-01-01;https://api.elsevier.com/content/abstract/scopus_id/85132104555
98;Consensus of Uncertain Multi-Agent Systems under Granular Differentiability Concept;In this paper, the problem of consensus of linear multi-agent systems with both uncertain dynamics and uncertain switching topology is investigated. Uncertainties are considered as granular fuzzy numbers whicharerepresentedvia horizontalmembership functions (HMFs) and Relative Distance Measurement (RDM) arithmetic. It is first proved that there exists a crisp solution to a fuzzyLinear Matrix Inequality(LMI) problem. This proof creates a bridge such that multidimensional RDM arithmetic that has been devoted to linear functions so far could be entered into some problems with nonlinear functions. Then an algorithm is proposed for the consensus of the multi-agent systems with uncertainty. Here, by proving the existence of a crisp solution for fuzzy LMI, we are able to prove that the proposed algorithm can ensure achieving consensus. Furthermore, the gain coefficients obtained for this fuzzy system are crisp numbers and can be applied to real systems in practical applications. Finally, the final value of consensus is calculated as a fuzzy number to present a better understanding of the effect of uncertaintyon the final value of consensus. In addition, the efficiency of the proposed algorithm is shown in a simulation example.;Institute of Electrical and Electronics Engineers Inc.;Journal;IEEE Transactions on Control of Network Systems;2023-01-01;https://api.elsevier.com/content/abstract/scopus_id/85159692014
99;Integration of Hypermedia-Agents, Microservices and Digital Twin for Smart Agriculture;Digital Twin (DT) has been one of the rapidly emerging technologies in the past few years. A digital twin is a digital representation of a physical asset reproducing its data model, behaviour, and communication with other physical assets. On the other hand, agents and multi-agent systems (MAS) are well established as a source of abstraction for intelligent engineering systems. Multi-Agent Microservices (MAMS) and Hypermedia MAS approaches are relatively new topics. This paper attempts to implement a Cognitive/Intelligent DT for Smart agriculture based on a combination of Hypermedia MAS/MAMS and semantic microservices. This work proposes a Digital Twin architecture and discusses realising this vision. A brief introduction of implementation is discussed in this paper. Moreover, it also concerns our future work on this.;CEUR-WS;Conference Proceeding;CEUR Workshop Proceedings;2022-01-01;https://api.elsevier.com/content/abstract/scopus_id/85143984304
100;The Smart Supply Chain: A Conceptual Cyclic Framework;Purpose: The objective of this work is to analyze the characteristics of the smart supply chain (SSC) and to propose a conceptual framework research. Given the pace of current technological change, there is a need to analyze the new features of the SSC, related to digital technologies and the incorporation of services. Design/methodology/approach: A systematic review of the literature is addressed, analyzing the latest studies on the subject. This methodology allows to propose a conceptualization of the SSC and incorporate new elements of analysis. Findings: The results show that much of the innovation and instrumentalization of supply chains involves incorporating digital services to expand their functionalities, especially in terms of agility and connectivity. The servitization of supply chains is therefore a key new feature. Put in relation to other characteristics identified in the literature, a conceptual cyclic framework is proposed for the SSC. Originality/value: This study contributes to strengthening the theoretical foundations of SSCs and serves as a guide for researchers and practitioners.;OmniaScience;Journal;Journal of Industrial Engineering and Management;2023-01-01;https://api.elsevier.com/content/abstract/scopus_id/85159707455
101;Agents and Digital Twins for the engineering of Cyber-Physical Systems: opportunities, and challenges;Digital Twins (DTs) are emerging as a fundamental brick of engineering Cyber-Physical Systems (CPSs), but their notion is still mostly bound to specific business domains (e.g. manufacturing), goals (e.g. product design), or applications (e.g. the Internet of Things). As such, their value as general purpose engineering abstractions is yet to be fully revealed. In this paper, we relate DTs with agents and multiagent systems, as the latter are arguably the most rich abstractions available for the engineering of complex socio-technical and CPSs, and the former could both fill in some gaps in agent-oriented software engineering and benefit from an agent-oriented interpretation—in a cross-fertilisation journey.;Springer Science and Business Media Deutschland GmbH;Journal;Annals of Mathematics and Artificial Intelligence;2023-01-01;https://api.elsevier.com/content/abstract/scopus_id/85165304975
102;Industry 4.0 multiagent system-based knowledge representation through blockchain;In a world in which technology advances rapidly and culture is more and more related to technical instruments, customers are more aware of the production and personalization of their goods. Consumer gadgets now connect to the Internet of Things (IoT) in this period known as the Fourth Industrial Revolution, which is the beginning of a digital revolution for business systems. Consumers expect individualized goods that are feasible only if the manufacturing unit is intelligent and scalable. An existing plant cannot be easily converted into a smart plant, thus designers and engineers need advanced solutions for which they can carry out practical pretesting without disrupting operations and output. One suggestion for accomplishing this is to use artificial intelligence (AI) via a multiagent systems (MAS) approach. MAS are used to model, based on independently configured instructions, the interdependencies of multiple manufacturing units. In this chapter, we review existing modes of development and control of activities and examine how MAS and blockchain technology can enable companies to increase knowledge and understanding in a competitive environment with unlimited resources in a common ecosystem.;Elsevier;Book;Artificial Intelligence and Industry 4.0;2022-01-01;https://api.elsevier.com/content/abstract/scopus_id/85148841978
