"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Urban Intelligence: a Modular, Fully Integrated, and Evolving Model for Cities Digital Twinning","G. Castelli; A. Cesta; M. Diez; M. Padula; P. Ravazzani; G. Rinaldi; S. Savazzi; M. Spagnuolo; L. Strambini; G. Tognola; E. F. Campana","Engineering, ICT and Technology for Energy and Transportation Dept. (DIITET), National Research Council (CNR), Rome, Italy; Institute of Cognitive Sciences and Technologies (ISTC), National Research Council (CNR), Rome, Italy; Institute of Marine Engineering (INM), National Research Council (CNR), Rome, Italy; Construction Technologies Institute (ITC), National Research Council (CNR), Milan, Italy; Institute of Electronics, Computer and Telecommunication, Engineering (IEIIT), National Research Council, (CNR), Milan, Italy; Institute for Systems Analysis and Computer Science (IASI), National Research Council (CNR), Rome, Italy; Institute of Electronics, Computer and Telecommunication, Engineering (IEIIT), National Research Council (CNR), Milan, Italy; Institute for Applied Mathematics and Information Technologies (IMATI), National Research Council (CNR), Genoa, Italy; Institute of Electronics, Computer and Telecommunication, Engineering (IEIIT), National Research Council (CNR), Milan, Italy; Institute of Electronics, Computer and Telecommunication, Engineering (IEIIT), National Research Council, (CNR), Milan, Italy; Engineering, ICT and Technology for Energy and Transportation Dept. (DIITET), National Research Council (CNR), Rome, Italy",2019 IEEE 16th International Conference on Smart Cities: Improving Quality of Life Using ICT & IoT and AI (HONET-ICT),"21 Nov 2019","2019","","","033","037","The Urban Intelligence (UI) paradigm proposes an ecosystem of technologies to improve urban environment, wellbeing, quality of life and smart city systems. It fosters the definition of a digital twin of the city, namely a cyber-physical counterpart of all the city systems and sub-systems. Here we propose a novel approach to UI that extends available frameworks combining advanced multidisciplinary modelling of the city, simulation and learning tools with numerical optimization techniques, each of them specialized for the digital representation of city systems and subsystems, including not only city infrastructures, but also city users and their interactions. UI provides sets of candidate policies in complex scenarios and supports policy makers and stakeholders in designing sustainable and personalized solutions. The main characteristics of the proposed UI architecture are (a) fully multidisciplinary integration of city layers, (b) connection and evolution with the city, (c) integration of participative strategies to include “human-oriented” information, and (d) modularity of application.","1949-4106","978-1-7281-3971-5","10.1109/HONET.2019.8907962","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8907962","digital twins;decision making;multidisciplinary analysis and optimization;data lake management;wireless sensing;data/model driven learning and reasoning;know-how integration","Urban areas;Sensors;Data models;Computational modeling;Analytical models;Numerical models;Optimization","","18","","22","IEEE","21 Nov 2019","","","IEEE","IEEE Conferences"
"Empowering Industry 4.0 with Generative and Model-Driven SDK Development","N. Braunisch; M. Ristin-Kaufmann; R. Lehmann; M. Wollschlaeger; H. W. van de Venn","TU Dresden, Institute of Applied Computer Science; Zurich University of Applied Sciences (ZHAW), Institute of Mechatronic Systems (IMS); TU Dresden, Institute of Applied Computer Science; TU Dresden, Institute of Applied Computer Science; Zurich University of Applied Sciences (ZHAW), Institute of Mechatronic Systems (IMS)",IECON 2023- 49th Annual Conference of the IEEE Industrial Electronics Society,"16 Nov 2023","2023","","","1","6","Industry 4.0 developers need high-quality libraries in their preferred programming languages to efficiently and ergonomically create, edit and exchange digital twins as Asset Administration Shell (AAS). Existing specifications of the AAS can not be directly translated into programming code. This leads to many, often manual, re-implementations of the AAS in different projects and programming languages. We present an approach for automatic generation of software libraries based on the formalized AAS meta-model. This shows that the development with our approach is 5× faster for a new language and 10× faster for a new version of the AAS meta-model, respectively.","2577-1647","979-8-3503-3182-0","10.1109/IECON51785.2023.10312302","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10312302","Asset Administration Shell;Meta-Model;Code Generation;Industry 4.0;Transpilation","Industrial electronics;Computer languages;Software libraries;Codes;Manuals;Programming;Fourth Industrial Revolution","","3","","30","IEEE","16 Nov 2023","","","IEEE","IEEE Conferences"
"A Methodology for Digital Twin Modeling and Deployment for Industry 4.0","G. N. Schroeder; C. Steinmetz; R. N. Rodrigues; R. V. B. Henriques; A. Rettberg; C. E. Pereira","Department of Electrical Engineering, Federal University of Rio Grande do Sul, Porto Alegre, Brazil; Department Lippstadt 2-Computer Science, Hamm-Lippstadt University of Applied Sciences, Lippstadt, Germany; Center for Computational Sciences, Universidade Federal do Rio Grande, Rio Grande, Brazil; Department of Electrical Engineering, Federal University of Rio Grande do Sul, Porto Alegre, Brazil; Department Lippstadt 2-Computer Science, Hamm-Lippstadt University of Applied Sciences, Lippstadt, Germany; Department of Electrical Engineering, Federal University of Rio Grande do Sul, Porto Alegre, Brazil",Proceedings of the IEEE,"23 Mar 2021","2021","109","4","556","567","The digital twin (DT) is a virtual representation of a physical object, which has been proposed as one of the key concepts for Industry 4.0. The DT provides a virtual representation of products along their lifecycle that enables the prediction and optimization of the behavior of a production system and its components. A methodology design using model-driven engineering (MDE) is proposed that strives toward being both flexible and generic. This approach is presented at two levels: first, a DT is modeled as a composition of basic components that provide basic functionalities, such as identification, storage, communication, security, data management, human-machine interface (HMI), and simulation; second, an aggregated DT is defined as a hierarchical composition of other DTs. A generic reference architecture based on these concepts and a concrete implementation methodology are proposed using AutomationML. This methodology follows an MDE approach that supports most of the DT features currently proposed in the literature. A case study has been developed, the proposed ideas are being evaluated with industrial case studies, and some of the preliminary results are described in this article. With the case study, it is possible to verify that the proposed methodology supports the creation and the deployment process of a DT.","1558-2256","","10.1109/JPROC.2020.3032444","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior(grant numbers:10.13039/501100002322); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9247401","AutomationML;cyber–physical systems (CPSs);digital twin (DT);Industry 4.0 (I4.0)","Data models;Computer architecture;Unified modeling language;Digital twin;Solid modeling;Industries;Context modeling;Cyber-physical systems;Fourth Industrial Revolution","","96","","49","IEEE","3 Nov 2020","","","IEEE","IEEE Journals"
"AIoTML: A Unified Modeling Language for AIoT-Based Cyber–Physical Systems","M. Hu; E. Cao; H. Huang; M. Zhang; X. Chen; M. Chen","MoE Engineering Research Center of Hardware/Software Co-Design Technology and Application, East China Normal University, Shanghai, China; MoE Engineering Research Center of Hardware/Software Co-Design Technology and Application, East China Normal University, Shanghai, China; MoE Engineering Research Center of Hardware/Software Co-Design Technology and Application, East China Normal University, Shanghai, China; MoE Engineering Research Center of Hardware/Software Co-Design Technology and Application, East China Normal University, Shanghai, China; MoE Engineering Research Center of Hardware/Software Co-Design Technology and Application, East China Normal University, Shanghai, China; MoE Engineering Research Center of Hardware/Software Co-Design Technology and Application, East China Normal University, Shanghai, China",IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,"19 Oct 2023","2023","42","11","3545","3558","Due to deeply intertwined physical and hardware/software components together with an increasing number of interconnected heterogeneous devices powered by artificial intelligence (AI) techniques, the design complexity of cyber–physical systems (CPSs) becomes skyrocketing. Model-driven engineering (MDE) methods have been proven to be effective in increasing the productivity of CPS design. However, there is still a lack of MDE approaches that enable design space exploration as well as the code generation for the design of Artificial Intelligence of Things (AIoT)-based CPSs. To mitigate the situation, this article presents a unified modeling language named AIoTML for AIoT-based CPSs, which enables the construction of AI-based components across different modeling levels for the purposes of intelligent sensing and control. By extending the constructs of state-of-the-art domain-specific language (DSL) ThingML, AIoTML can seamlessly unify the modeling of both autonomous executions of AIoT devices and their surrounding physical environment, which facilitates both platform-independent simulation and control optimization for platform-specific CPSs. The compiler developed for AIoTML provides a family of code generators to support the construction of digital twins on various heterogeneous target AIoT platforms. Comprehensive evaluations on two complex real-world designs demonstrate the effectiveness of our AIoTML approach in the fast development of AIoT-based CPSs with high control quality.","1937-4151","","10.1109/TCAD.2023.3264786","Natural Science Foundation of China(grant numbers:62272170); National Key Research and Development Program of China(grant numbers:2018YFB2101300); Shanghai Trusted Industry Internet Software Collaborative Innovation Center; “Digital Silk Road” Shanghai International Joint Lab of Trustworthy Intelligent Software(grant numbers:22510750100); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10098154","Artificial intelligence Internet of Things (AIoT);cyber-physical systems (CPSs);domain-specific language (DSL);model-driven engineering (MDE);ThingML","Internet of Things;Artificial intelligence;Codes;DSL;Cloud computing;Digital twins;Behavioral sciences","","7","","45","IEEE","10 Apr 2023","","","IEEE","IEEE Journals"
"AAS Capability-Based Operation and Engineering of Flexible Production Lines","Y. Huang; S. Dhouib; J. Malenfant","CEA-List Université Paris-Saclay, Palaiseau, France; CEA-List Université Paris-Saclay, Palaiseau, France; Laboratoire d'Informatique de Paris 6 (LIP6) CNRS, Sorbonne Université, Paris, France",2021 26th IEEE International Conference on Emerging Technologies and Factory Automation (ETFA ),"30 Nov 2021","2021","","","01","04","Lot-size-one systems as well as plug and produce concepts imply (1) producing increased variety of products in a highly flexible and timely manner, and (2) making commissioning and maintenance more flexible. The speed with which manufacturers, in particular SMEs, can reconfigure the production to a new run and thus respond to clients and avoid costly machine downtime is critical to maintaining commercial success and profit margins. The manufacturing systems of tomorrow must offer a high degree of autonomy, be quickly re-planned to other operations, and cope with a wide variety of unforeseen situations, in a secure and safe manner. In this context, the Asset Administration Shell (AAS) is an emergent standard that leverages the digital twin approach and provides concepts for describing capabilities and skills of I4.0 components in order to automate the reconfiguration process. This article proposes a capability-based operation and engineering approach to tackle the syntactic and semantic interoperability problems in flexible production lines. We demonstrate the implementation of the AAS standard in the open source model-driven workbench Papyrus; then we assess its usability for modeling a production cell use case in order to implement a capability-based reconfiguration approach for flexible production lines.","","978-1-7281-2989-1","10.1109/ETFA45728.2021.9613435","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9613435","Industry 4.0;Interoperability;Digital Twin;Flexible production lines;AAS","Semantics;Production;Syntactics;Maintenance engineering;Usability;Standards;Manufacturing automation","","5","","17","IEEE","30 Nov 2021","","","IEEE","IEEE Conferences"
"Learning to Predict and Optimize Imperfect MIMO System Performance: Framework and Application","J. Su; F. Meng; S. Liu; Y. Huang; Z. Lu","School of Information Science and Engineering, Southeast University, Nanjing, China; Purple Mountain Laboratories, Nanjing, China; School of Information Science and Engineering, Southeast University, Nanjing, China; School of Information Science and Engineering, Southeast University, Nanjing, China; State Key Laboratory of Mobile Network and Mobile Multimedia Technology, ZTE Corporation, Shenzhen, China",GLOBECOM 2022 - 2022 IEEE Global Communications Conference,"11 Jan 2023","2022","","","335","340","In imperfect multiple-input multiple-output (MIMO) systems, model-based methods for performance prediction and optimization generally experience degradation in the dynamically changing environment with unknown interference and uncertain channel state information (CSI). To adapt to such challenging settings and better accomplish the network auto-tuning tasks, we propose a generic learnable model-driven framework. We further consider transmit regularized zero-forcing (RZF) precoding as a usage instance to illustrate the proposed framework. The overall process can be divided into three cascaded stages. First, we design a light neural network for refined prediction of sum rate based on coarse model-driven approximations. Then, the CSI uncertainty is estimated on the learned predictor in an iterative manner. In the last step the regularization term in the transmit RZF precoding is optimized. The effectiveness of the generic framework and the derivative method thereof is showcased via simulation results.","","978-1-6654-3540-6","10.1109/GLOBECOM48099.2022.10001369","National Natural Science Foundation of China(grant numbers:62001103); National Key R&D Program of China(grant numbers:2020YFB1806600); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10001369","Intelligent wireless communications;digital twin;performance prediction;channel state information (CSI);linear beamforming","Wireless communication;Adaptation models;Uncertainty;Precoding;Simulation;Predictive models;Iterative methods","","1","","15","IEEE","11 Jan 2023","","","IEEE","IEEE Conferences"
"Holistic Network Virtualization and Pervasive Network Intelligence for 6G","X. Shen; J. Gao; W. Wu; M. Li; C. Zhou; W. Zhuang","Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, ON, Canada; Department of Electrical and Computer Engineering, Marquette University, Milwaukee, WI, USA; Frontier Research Center, Peng Cheng Laboratory, Shenzhen, Guangdong, China; Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, ON, Canada; Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, ON, Canada; Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, ON, Canada",IEEE Communications Surveys & Tutorials,"24 Feb 2022","2022","24","1","1","30","In this tutorial paper, we look into the evolution and prospect of network architecture and propose a novel conceptual architecture for the 6th generation (6G) networks. The proposed architecture has two key elements, i.e., holistic network virtualization and pervasive artificial intelligence (AI). The holistic network virtualization consists of network slicing and digital twin, from the aspects of service provision and service demand, respectively, to incorporate service-centric and user-centric networking. The pervasive network intelligence integrates AI into future networks from the perspectives of networking for AI and AI for networking, respectively. Building on holistic network virtualization and pervasive network intelligence, the proposed architecture can facilitate three types of interplay, i.e., the interplay between digital twin and network slicing paradigms, between model-driven and data-driven methods for network management, and between virtualization and AI, to maximize the flexibility, scalability, adaptivity, and intelligence for 6G networks. We also identify challenges and open issues related to the proposed architecture. By providing our vision, we aim to inspire further discussions and developments on the potential architecture of 6G.","1553-877X","","10.1109/COMST.2021.3135829","Research Grants from the Natural Sciences and Engineering Research Council (NSERC) of Canada; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9651548","6G;network architecture;network virtualization;digital twin;AI for networking;networking for AI","Virtualization;Artificial intelligence;6G mobile communication;Network architecture;Computer architecture;Tutorials;Digital twin","","189","","250","IEEE","15 Dec 2021","","","IEEE","IEEE Journals"
"An AAS Modeling Tool for Capability-Based Engineering of Flexible Production Lines","Y. Huang; S. Dhouib; J. Malenfant","CEA List, Université Paris-Saclay, Palaiseau, France; CEA List, Université Paris-Saclay, Palaiseau, France; Laboratoire d’Informatique de Paris 6 (LIP6) CNRS, Sorbonne Université, Paris, France",IECON 2021 – 47th Annual Conference of the IEEE Industrial Electronics Society,"10 Nov 2021","2021","","","1","6","The future intelligent manufacturing systems should possess a high degree of autonomy, which is able to monitor the entire production process, quickly re-plan operations, and respond to various unforeseen situations in a secure and safe manner. This can achieve rapid response to customers and avoid costly machine downtime, which is crucial to maintaining business success and profitability. The Asset Administration Shell (AAS) is an emerging standard in the I4.0 (Industry 4.0) domain. Based on the concept of digital twins, it provides concepts for describing the digital representation of I4.0 assets including their capabilities and skills. The AAS provides also responses to the challenge of syntactic and semantic interoperability that the flexible and autonomous production lines are facing. In this article, we propose a capability-based operation and engineering approach for flexible production lines. Our approach is relying on the AAS standard which is a very wide and rich specification. Consequently, we describe the subset of AAS modelling concepts necessary for our approach, we clarify their semantics and we show their usage through a production cell use case. Furthermore, we demonstrate how these modelling concepts were tooled as an extension of the open source model-driven workbench Papyrus.","2577-1647","978-1-6654-3554-3","10.1109/IECON48115.2021.9589329","European Institute of Innovation and Technology; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9589329","Industry 4.0;Interoperability;Digital Twin;Flexible production lines;AAS","Industries;Profitability;Semantics;Production;Tools;Syntactics;Intelligent manufacturing systems","","4","","26","IEEE","10 Nov 2021","","","IEEE","IEEE Conferences"
"Real Time Electrical Transient Analyzer Program (ETAP RT) Improvement for Gas Processing & Utilities (GPU) plant, PETRONAS Gas Berhad","N. M. F. B. Nordzi; I. A. B. C. A. Rahman; I. M. H. K. Baharaini; I. M. R. B. M. Tahir","Engineering, GPU PETRONAS, Terengganu, Malaysia; Engineering, GPU PETRONAS, Terengganu, Malaysia; Engineering, GPU PETRONAS, Terengganu, Malaysia; Engineering, GPU PETRONAS, Terengganu, Malaysia",2022 International Conference on Future Trends in Smart Communities (ICFTSC),"10 Feb 2023","2022","","","188","193","Plant stability in oil and gas or petrochemical facility is crucial aspect that needs to be taken serious considerations. One must understand the plant behavior to operate and maintain the oil and gas facility in safely manners. A model-driven engineering equipped with real time operation solution is required to help plant personnel understand, identify, and analyze problems early on which can help them improve plant operational behavior during critical plant scenario. Predictive simulation models are new digitalization solution that already starting to influence nowadays way of working. It serves as “digital twin” of the system that equipped with reliable network topology, accurate engineering parameter and linking real-time data from existing plant electrical systems to stabilize actual plant operational performance. This paper will provide explanation on design implementation of ETAP Real time system at PETRONAS Facility include with the benefits of adding such a system, and sharing the impact that have been gained that from the implementation of these systems. It will serve as a reference handbook that discusses the importance of real-time model-driven engineering analysis systems on oil and gas facilities.","","979-8-3503-3454-8","10.1109/ICFTSC57269.2022.10040051","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10040051","ETAP RT;System Studies Simulations","Analytical models;Oils;Graphics processing units;Predictive models;Reliability engineering;Real-time systems;Model driven engineering","","1","","4","IEEE","10 Feb 2023","","","IEEE","IEEE Conferences"
"Educating Future Software Engineers for Industrial Robotics","B. Schuerrle; P. Grimmeisen; J. Pfeiffer; T. Zimmermann; A. Morozov; A. Wortmann",NA; NA; NA; NA; NA; NA,ISR Europe 2023; 56th International Symposium on Robotics,"18 Dec 2023","2023","","","168","175","The industrial robotics landscape is drastically changing in recent years. New concepts, such as Industry 4.0, Industry 5.0, Software-Defined Manufacturing, IoT, and rapid development of AI require the changes in the education of the future engineers, especially IT specialist responsible for the software part of industrial robots. This paper presents two connected robotics education factories aimed at teaching key concepts in robotics, artificial intelligence, human-robot interaction, Internet of Things (IoT), digital twins, model-driven software engineering, and risk analysis. The factories serve as an educational platform for students and professionals alike, enabling them to learn practical experience in designing, developing, and testing robotics software engineering methods in a safe and controlled environment. The factories are equipped with multiple sensors, actuators, and controllers that facilitate the integration of different technologies, enabling learners to work on scenarios that simulate real-world industrial processes. This paper introduces (i) seven educational goals that are crucial for modern and future robotic software engineers, (ii) architectures of the model factories and their components, and (iii) the underlying pedagogical approach, highlighting the importance of interdisciplinary collaboration. The paper concludes by discussing the potential of the factories to foster innovation and drive economic growth by equipping learners with the skills and knowledge needed to succeed in the digital economy.","","978-3-8007-6140-1","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10363069","","","","","","","","18 Dec 2023","","","VDE","VDE Conferences"
"The THREAT-ARREST Cyber Range Platform","G. Hatzivasilis; S. Ioannidis; M. Smyrlis; G. Spanoudakis; F. Frati; C. Braghin; E. Damiani; H. Koshutanski; G. Tsakirakis; T. Hildebrandt; L. Goeke; S. Pape; O. Blinder; M. Vinov; G. Leftheriotis; M. Kunc; F. Oikonomou; G. Magilo; V. Petrarolo; A. Chieti; R. Bordianu","Forth-Ics, Greece; Forth-Ics, Greece; Sphynx Technology Solutions AG, Switzerland; Sphynx Technology Solutions AG, Switzerland; University of Milan, Italy; University of Milan, Italy; University of Milan, Italy; Atos Spain SA, Spain; Itml, Greece; SimPlan, Germany; Social Engineering Academy GmbH, Germany; Social Engineering Academy GmbH, Germany; IBM Israel, Israel; IBM Israel, Israel; TUV Hellas, Greece; Czech National Csirt, Czech Republic; Danaos Shipping Company, Cyprus; Aress, Italy; Aress, Italy; Aress, Italy; Lightsource BP, Ireland",2021 IEEE International Conference on Cyber Security and Resilience (CSR),"6 Sep 2021","2021","","","422","427","Emerging technologies are facilitating our daily activities and drive the digital transformation. The Internet of Things (IoT) and 5G communications will provide a wide range of new applications and business opportunities, but with a wide and quite complex attack surface. Several users are not aware of the underlying threats and most of them do not possess the knowledge to set and operate the various digital assets securely. Therefore, cyber security training is becoming mandatory both for simple users and security experts. Cyber ranges constitute an advance training technique where trainees gain hands-on experiences on a safe virtual environment, which can be a realistic digital twin of an actual system. This paper presents the cyber ranges platform THREAT-ARREST. Its design is fully model-driven and offers all modern training features (i.e. emulation, simulation, serious games, and fabricated data). The platform has been evaluated under the smart energy, intelligent transportation, and healthcare domains.","","978-1-6654-0285-9","10.1109/CSR51186.2021.9527963","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9527963","security training;cyber range;security assurance;learning path;security assessment;smart energy;smart shipping;healthcare","Training;Virtual environments;Organizations;Medical services;Games;Data models;Security","","6","","28","IEEE","6 Sep 2021","","","IEEE","IEEE Conferences"
"MoDDiT 2021: 1st International Workshop on Model-Driven Engineering for Digital Twins","F. Bordeleau; L. Cleophas; B. Combemale; R. Eramo; M. Van Den Brand; M. Wimmer; A. Wortmann","École de techonologie supérieure (ETS), Canada; Eindhoven University of Technology, The Netherlands; University of Rennes 1, France; University of L’Aquila, Italy; Eindhoven University of Technology, The Netherlands; JKU Linz, Austria; University of Stuttgart, Germany",2021 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion (MODELS-C),"20 Dec 2021","2021","","","1","2","Digital twins (DT) are emerging and gaining attention in several disciplines to support different phases of the system life-cycle such as design-space exploration, runtime adaptation, and predictive maintenance of cyber-physical systems (CPSs). The term DT refers to the capability to clone an actual system into a virtual counterpart, that reflects the important properties of the system for a specific purpose. While benefits of DT have been demonstrated in many domains, their development, operation, and evolution, trigger major challenges. Part of these may be addressed from a Model Driven Engineering (MDE) perspective. MoDDiT’21 aims at bringing together researchers and practitioners in the DTs area to shape the future of systematically designing, engineering, evolving, maintaining, and evaluating DTs.","","978-1-6654-2484-4","10.1109/MODELS-C53483.2021.00036","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9643767","MDE;Digital Twins;Model-Driven Engineering","","","","","","IEEE","20 Dec 2021","","","IEEE","IEEE Conferences"
"3rd International Workshop on Model-Driven Engineering for Digital Twins (MoDDiT 2023)","T. Clark; L. Cleophas; R. Eramo; V. Kulkarni; M. Wimmer","Aston University, United Kingdom; Eindhoven University of Technology, The Netherlands; University of Teramo, Italy; Tata Consultancy Services, India; Johannes Kepler University Linz, Austria",2023 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion (MODELS-C),"22 Dec 2023","2023","","","426","428","Digital twin (DT) is a concept that is gaining growing attention in many disciplines to support engineering, monitoring, controlling, optimizing, and maintaining cyber- physical systems (CPSs) and beyond. It refers to the ability to clone an actual system into a virtual counterpart that reflects all the important properties and characteristics of the original systems within a specific application context. While the benefits of DTs have been demonstrated in many contexts, their development, maintenance, and evolution, yield major challenges. Part of these needs to be addressed from a Model-Driven Engineering (MDE) perspective. MoDDiT'23 aims at bringing together researchers and practitioners on DTs to shape the future of systematically designing, engineering, evolving, maintaining, and evaluating DTs across different disciplines.","","979-8-3503-2498-3","10.1109/MODELS-C59198.2023.00075","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10350496","","","","","","0","IEEE","22 Dec 2023","","","IEEE","IEEE Conferences"
"Preface of the 15th International Workshop on Models@run.time’21","S. Götz; A. Bucchiarone; N. Bencomo","Technische Universität Dresden, Germany; Fondazione Bruno Kessler, Italy; Durham University, United Kingdom",2021 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion (MODELS-C),"20 Dec 2021","2021","","","1","1","After a break in 2020, this year the 15th edition of the workshop Models@run.time is held at the 24th International Conference on Model Driven Engineering Languages and Systems. The workshop takes place virtually due to the Covid-19 pandemic on the 11th of October 2021. The workshop is organized by Sebastian Götz, Antonio Bucchiarone and Nelly Bencomo. Here, we present some highlights of the workshop.","","978-1-6654-2484-4","10.1109/MODELS-C53483.2021.00031","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9643682","runtime models;causal connection;digital twins;self-adaptation","","","","","","IEEE","20 Dec 2021","","","IEEE","IEEE Conferences"
